"CleanupRunID","SourcePath","DestinationPath","DispositionClass","LengthBytes","SHA256Before","SHA256After","HashPreserved","ExecutionStatus","ExecutedAt"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_CONSTITUTIONAL_VALIDATION_REGISTER.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_CONSTITUTIONAL_VALIDATION_REGISTER.csv","ARCHIVE_FAILED_RUN","2052","E708D075A9F39FF926ACD903F6B7AE18EB35CFC9B3607133D6EA90B34ED85465","E708D075A9F39FF926ACD903F6B7AE18EB35CFC9B3607133D6EA90B34ED85465","True","ARCHIVED","2026-07-24T17:16:05.2223659-05:00"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_EVIDENCE_CHAIN.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_EVIDENCE_CHAIN.csv","ARCHIVE_FAILED_RUN","3","F1945CD6C19E56B3C1C78943EF5EC18116907A4CA1EFC40A57D48AB1DB7ADFC5","F1945CD6C19E56B3C1C78943EF5EC18116907A4CA1EFC40A57D48AB1DB7ADFC5","True","ARCHIVED","2026-07-24T17:16:05.2324468-05:00"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_EXECUTION_REGISTER.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_EXECUTION_REGISTER.csv","ARCHIVE_FAILED_RUN","3","F1945CD6C19E56B3C1C78943EF5EC18116907A4CA1EFC40A57D48AB1DB7ADFC5","F1945CD6C19E56B3C1C78943EF5EC18116907A4CA1EFC40A57D48AB1DB7ADFC5","True","ARCHIVED","2026-07-24T17:16:05.2418493-05:00"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_FINAL_VALIDATION_REGISTER.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_FINAL_VALIDATION_REGISTER.csv","ARCHIVE_FAILED_RUN","1605","2ED045CCF73AB09E1134799D18DC85E14769A3B458D6AD036F9EBB534E69BA3A","2ED045CCF73AB09E1134799D18DC85E14769A3B458D6AD036F9EBB534E69BA3A","True","ARCHIVED","2026-07-24T17:16:05.2486337-05:00"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_SYNCHRONIZATION_VERIFICATION_REGISTER.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_SYNCHRONIZATION_VERIFICATION_REGISTER.csv","ARCHIVE_FAILED_RUN","3","F1945CD6C19E56B3C1C78943EF5EC18116907A4CA1EFC40A57D48AB1DB7ADFC5","F1945CD6C19E56B3C1C78943EF5EC18116907A4CA1EFC40A57D48AB1DB7ADFC5","True","ARCHIVED","2026-07-24T17:16:05.2603774-05:00"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_UNRESOLVED_DESIGN_REGISTER.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_UNRESOLVED_DESIGN_REGISTER.csv","ARCHIVE_FAILED_RUN","7677","534A31F7F1C6EEF609E0C82ECEFE8C8D4B8855AA1CC0079ABC30C85E171F4CCE","534A31F7F1C6EEF609E0C82ECEFE8C8D4B8855AA1CC0079ABC30C85E171F4CCE","True","ARCHIVED","2026-07-24T17:16:05.2653900-05:00"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Reports\BATCH_A_STAGE_5_COMPLETION_REPORT.md","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Reports\BATCH_A_STAGE_5_COMPLETION_REPORT.md","ARCHIVE_FAILED_RUN","1031","D9045E936E6CE330741ECB2243B9DA048544AD2A1C00C1BE64C7E062FDC37550","D9045E936E6CE330741ECB2243B9DA048544AD2A1C00C1BE64C7E062FDC37550","True","ARCHIVED","2026-07-24T17:16:05.2840561-05:00"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Reports\BATCH_A_STAGE_5_COMPLETION_STATUS.json","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Reports\BATCH_A_STAGE_5_COMPLETION_STATUS.json","ARCHIVE_FAILED_RUN","767","32821DAA899EA5F1F80B97573EEB853C4C746510D927BE85693C46272D958EF0","32821DAA899EA5F1F80B97573EEB853C4C746510D927BE85693C46272D958EF0","True","ARCHIVED","2026-07-24T17:16:05.2950613-05:00"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Reports\BATCH_A_STAGE_5_INITIALIZATION_STATUS.json","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Reports\BATCH_A_STAGE_5_INITIALIZATION_STATUS.json","ARCHIVE_FAILED_RUN","377","6A18023733DBE0E0F4678CEB7084CDBCD978069940B91B05019466AA911ED78F","6A18023733DBE0E0F4678CEB7084CDBCD978069940B91B05019466AA911ED78F","True","ARCHIVED","2026-07-24T17:16:05.3010706-05:00"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\STAGE_5_CONSTITUTIONAL_VALIDATION_MANIFEST.json","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\STAGE_5_CONSTITUTIONAL_VALIDATION_MANIFEST.json","ARCHIVE_FAILED_RUN","1343","B3DE1731CE34B9E54CEF74B09FC851EDA3191C82E93A5434E0F22338A9595A18","B3DE1731CE34B9E54CEF74B09FC851EDA3191C82E93A5434E0F22338A9595A18","True","ARCHIVED","2026-07-24T17:16:05.3162619-05:00"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_ARTIFACT_INVENTORY.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_ARTIFACT_INVENTORY.csv","ARCHIVE_FAILED_RUN","2892","B1E698E6C6B2EECB75DF971175331725359D03364D15875F74DFC1E02CF53230","B1E698E6C6B2EECB75DF971175331725359D03364D15875F74DFC1E02CF53230","True","ARCHIVED","2026-07-24T17:16:05.3321035-05:00"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_CONSTITUTIONAL_VALIDATION_REGISTER.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_CONSTITUTIONAL_VALIDATION_REGISTER.csv","ARCHIVE_FAILED_RUN","2052","E708D075A9F39FF926ACD903F6B7AE18EB35CFC9B3607133D6EA90B34ED85465","E708D075A9F39FF926ACD903F6B7AE18EB35CFC9B3607133D6EA90B34ED85465","True","ARCHIVED","2026-07-24T17:16:05.3401052-05:00"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_EVIDENCE_CHAIN.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_EVIDENCE_CHAIN.csv","ARCHIVE_FAILED_RUN","3","F1945CD6C19E56B3C1C78943EF5EC18116907A4CA1EFC40A57D48AB1DB7ADFC5","F1945CD6C19E56B3C1C78943EF5EC18116907A4CA1EFC40A57D48AB1DB7ADFC5","True","ARCHIVED","2026-07-24T17:16:05.3538563-05:00"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_FINAL_VALIDATION_REGISTER.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_FINAL_VALIDATION_REGISTER.csv","ARCHIVE_FAILED_RUN","1605","2ED045CCF73AB09E1134799D18DC85E14769A3B458D6AD036F9EBB534E69BA3A","2ED045CCF73AB09E1134799D18DC85E14769A3B458D6AD036F9EBB534E69BA3A","True","ARCHIVED","2026-07-24T17:16:05.3611275-05:00"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_UNRESOLVED_DESIGN_REGISTER.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_UNRESOLVED_DESIGN_REGISTER.csv","ARCHIVE_FAILED_RUN","7677","A6EA521549C8E50BA80C38F282867B6BB7DB98B41F8D17DBEFDA7BE5EC742D61","A6EA521549C8E50BA80C38F282867B6BB7DB98B41F8D17DBEFDA7BE5EC742D61","True","ARCHIVED","2026-07-24T17:16:05.3631354-05:00"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Reports\BATCH_A_STAGE_5_COMPLETION_REPORT.md","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Reports\BATCH_A_STAGE_5_COMPLETION_REPORT.md","ARCHIVE_FAILED_RUN","827","174DC6AFCDD57B94310FDEFF3085A5F57CA140C9FE64FE673B631D3DB58C91EA","174DC6AFCDD57B94310FDEFF3085A5F57CA140C9FE64FE673B631D3DB58C91EA","True","ARCHIVED","2026-07-24T17:16:05.3780176-05:00"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Reports\BATCH_A_STAGE_5_COMPLETION_STATUS.json","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Reports\BATCH_A_STAGE_5_COMPLETION_STATUS.json","ARCHIVE_FAILED_RUN","562","D66F1E771ABB150B41CBED201F9BBDEA54CF93A4A4C84CBCE4F6286DAE3334D0","D66F1E771ABB150B41CBED201F9BBDEA54CF93A4A4C84CBCE4F6286DAE3334D0","True","ARCHIVED","2026-07-24T17:16:05.3852835-05:00"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Reports\BATCH_A_STAGE_5_INITIALIZATION_STATUS.json","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Reports\BATCH_A_STAGE_5_INITIALIZATION_STATUS.json","ARCHIVE_FAILED_RUN","406","B5294D328C3D5ABAD16E04EA189BB210CF366B8207A4E6034907E0B3D229CBD6","B5294D328C3D5ABAD16E04EA189BB210CF366B8207A4E6034907E0B3D229CBD6","True","ARCHIVED","2026-07-24T17:16:05.3972490-05:00"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Root\STAGE_5_CONSTITUTIONAL_VALIDATION_MANIFEST.json","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Root\STAGE_5_CONSTITUTIONAL_VALIDATION_MANIFEST.json","ARCHIVE_FAILED_RUN","1282","4A34C7BF5164830DE0819F22626A39CFF9E0767A3B1A64F585508271DB2C05D9","4A34C7BF5164830DE0819F22626A39CFF9E0767A3B1A64F585508271DB2C05D9","True","ARCHIVED","2026-07-24T17:16:05.4052447-05:00"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123520\Evidence\BATCH_A_STAGE_5_ARTIFACT_INVENTORY.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123520\Evidence\BATCH_A_STAGE_5_ARTIFACT_INVENTORY.csv","ARCHIVE_FAILED_RUN","2892","B1E698E6C6B2EECB75DF971175331725359D03364D15875F74DFC1E02CF53230","B1E698E6C6B2EECB75DF971175331725359D03364D15875F74DFC1E02CF53230","True","ARCHIVED","2026-07-24T17:16:05.4144324-05:00"
