"FullName","RelativePath","Name","Extension","LengthBytes","LastWriteTime","IsProtected","SHA256"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Repository_Cleanup\Reports\MS-CLEANUP-20260724_171604_BEFORE_INVENTORY.csv","Repository_Cleanup\Reports\MS-CLEANUP-20260724_171604_BEFORE_INVENTORY.csv","MS-CLEANUP-20260724_171604_BEFORE_INVENTORY.csv",".csv","39470","2026-07-24T17:16:04.9181514-05:00","False","64A08A702FC3C5540D078E2EE5C10B0E145A469B7978C1A394B1AAC4EA6D95B6"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Repository_Cleanup\Reports\MS-CLEANUP-20260724_171604_CLEANUP_EXECUTION_REGISTER.csv","Repository_Cleanup\Reports\MS-CLEANUP-20260724_171604_CLEANUP_EXECUTION_REGISTER.csv","MS-CLEANUP-20260724_171604_CLEANUP_EXECUTION_REGISTER.csv",".csv","29741","2026-07-24T17:16:05.5035262-05:00","False","4CBFFE33310BF893B8C8D05CB3FFEF6860F1E7B76564A6EDD4A08DD2DE511C3B"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Repository_Cleanup\Reports\MS-CLEANUP-20260724_171604_PROTECTED_ARTIFACT_INVENTORY.csv","Repository_Cleanup\Reports\MS-CLEANUP-20260724_171604_PROTECTED_ARTIFACT_INVENTORY.csv","MS-CLEANUP-20260724_171604_PROTECTED_ARTIFACT_INVENTORY.csv",".csv","6734","2026-07-24T17:16:04.7245490-05:00","False","CB712009FFCF065EB50939CA431D65131A19355618C19CB272EFCE9605748873"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_4_Synchronization\STAGE_4_SYNCHRONIZATION_MANIFEST.json","Stage_4_Synchronization\STAGE_4_SYNCHRONIZATION_MANIFEST.json","STAGE_4_SYNCHRONIZATION_MANIFEST.json",".json","3624","2026-07-23T18:56:34.9947595-05:00","False","05BAF692218FCF61814A374A40796F42FCA406254F7BEAABF4DB862010C43EDF"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_4_Synchronization\Evidence\BATCH_A_STAGE_4_TARGET_VALIDATION_REGISTER.csv","Stage_4_Synchronization\Evidence\BATCH_A_STAGE_4_TARGET_VALIDATION_REGISTER.csv","BATCH_A_STAGE_4_TARGET_VALIDATION_REGISTER.csv",".csv","11868","2026-07-23T19:02:20.4668130-05:00","False","EF180C6116B7ED7F62E9728DF0BC8B58575F0FC081255279578AD8A65C7306A6"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_4_Synchronization\Reports\BATCH_A_STAGE_4_EXECUTION_STATUS.json","Stage_4_Synchronization\Reports\BATCH_A_STAGE_4_EXECUTION_STATUS.json","BATCH_A_STAGE_4_EXECUTION_STATUS.json",".json","1085","2026-07-23T19:08:20.5379313-05:00","False","EC09B30D5F560530355316BBE7292C23BD115664B351CF6D511D754ECED954C4"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_4_Synchronization\Reports\BATCH_A_STAGE_4_PREFLIGHT_STATUS.json","Stage_4_Synchronization\Reports\BATCH_A_STAGE_4_PREFLIGHT_STATUS.json","BATCH_A_STAGE_4_PREFLIGHT_STATUS.json",".json","752","2026-07-23T19:06:13.3046129-05:00","False","84732F561F95FF4D76F3BDD566D93E604D98AED598DF8ED0D67F8AD26D9C5037"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_4_Synchronization\Reports\BATCH_A_STAGE_4_TARGET_DISCOVERY.csv","Stage_4_Synchronization\Reports\BATCH_A_STAGE_4_TARGET_DISCOVERY.csv","BATCH_A_STAGE_4_TARGET_DISCOVERY.csv",".csv","11239","2026-07-23T18:58:41.4943622-05:00","False","88624BA0AC9EC2AF4DF6900EB43A224026C3FD1C38539499D865DFE9B5FBAA14"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\STAGE_5_CONSTITUTIONAL_VALIDATION_MANIFEST.json","Stage_5_Constitutional_Validation\STAGE_5_CONSTITUTIONAL_VALIDATION_MANIFEST.json","STAGE_5_CONSTITUTIONAL_VALIDATION_MANIFEST.json",".json","1364","2026-07-24T16:54:02.6913394-05:00","True","5FDEB0846442AA9B45F76011E5EA796C3057D79C844E358DAADC421AC8713B0A"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\Derivative_Replay\Files\MS-T1_CONTROLLED_EXECUTION\01_INPUT\TRIAL_CASES.csv","Stage_5_Constitutional_Validation\Derivative_Replay\Files\MS-T1_CONTROLLED_EXECUTION\01_INPUT\TRIAL_CASES.csv","TRIAL_CASES.csv",".csv","270","2026-07-24T16:54:02.3309351-05:00","False","7BEAAE3EE6ECD33DBA052A6DE4B21679030550873E72D6F8567951BF7D8EAB8C"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\Derivative_Replay\Files\MS-T1_CONTROLLED_EXECUTION\02_EVIDENCE\OBSERVER_RESPONSES.csv","Stage_5_Constitutional_Validation\Derivative_Replay\Files\MS-T1_CONTROLLED_EXECUTION\02_EVIDENCE\OBSERVER_RESPONSES.csv","OBSERVER_RESPONSES.csv",".csv","277","2026-07-24T16:54:02.2923738-05:00","False","3EAED024F7FFF78FA402C69E99B5201A1E6381B48650041F7EFF58B6254F61C0"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\Derivative_Replay\Files\MS-T1_CONTROLLED_EXECUTION\03_ASSESSMENT\SEMANTIC_ASSESSMENTS.csv","Stage_5_Constitutional_Validation\Derivative_Replay\Files\MS-T1_CONTROLLED_EXECUTION\03_ASSESSMENT\SEMANTIC_ASSESSMENTS.csv","SEMANTIC_ASSESSMENTS.csv",".csv","322","2026-07-24T16:54:02.3133018-05:00","False","C46167326126A1FC61CC6363145018C7EBDCCAEC3A0C0E42181D36A50078EC44"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\Derivative_Replay\Files\MS-T2_CONTROLLED_EXECUTION\01_INPUT\DEPENDENCY_CHAINS.csv","Stage_5_Constitutional_Validation\Derivative_Replay\Files\MS-T2_CONTROLLED_EXECUTION\01_INPUT\DEPENDENCY_CHAINS.csv","DEPENDENCY_CHAINS.csv",".csv","252","2026-07-24T16:54:02.3449400-05:00","False","0BC5A47F1CDCEB8F4A6232C4A0C55995A8B027AD97F982E05DE0C971076B8C79"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\Derivative_Replay\Files\MS-T2_CONTROLLED_EXECUTION\01_INPUT\TRIAL_CASES.csv","Stage_5_Constitutional_Validation\Derivative_Replay\Files\MS-T2_CONTROLLED_EXECUTION\01_INPUT\TRIAL_CASES.csv","TRIAL_CASES.csv",".csv","371","2026-07-24T16:54:02.3779401-05:00","False","B4D7D97C3B76A280E18B0FFADEBC24D8E4724904285E5AFAC454738CEC00C765"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\Derivative_Replay\Files\MS-T2_CONTROLLED_EXECUTION\02_EVIDENCE\PROPAGATION_EVENTS.csv","Stage_5_Constitutional_Validation\Derivative_Replay\Files\MS-T2_CONTROLLED_EXECUTION\02_EVIDENCE\PROPAGATION_EVENTS.csv","PROPAGATION_EVENTS.csv",".csv","346","2026-07-24T16:54:02.3740271-05:00","False","8B2D6375AEA9B024FC95F76CFBD1635D675FFF7950E2E457DC288284D449CE62"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\Derivative_Replay\Files\MS-T2_CONTROLLED_EXECUTION\03_ASSESSMENT\DOWNSTREAM_ASSESSMENTS.csv","Stage_5_Constitutional_Validation\Derivative_Replay\Files\MS-T2_CONTROLLED_EXECUTION\03_ASSESSMENT\DOWNSTREAM_ASSESSMENTS.csv","DOWNSTREAM_ASSESSMENTS.csv",".csv","315","2026-07-24T16:54:02.3529370-05:00","False","60F6CA52F37FC2E573435A6DB9E9FDFA2D538EA7DEA6F715B8A7B00B318821C9"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\Evidence\BATCH_A_STAGE_5_ARTIFACT_INVENTORY.csv","Stage_5_Constitutional_Validation\Evidence\BATCH_A_STAGE_5_ARTIFACT_INVENTORY.csv","BATCH_A_STAGE_5_ARTIFACT_INVENTORY.csv",".csv","3133","2026-07-24T16:54:02.6713391-05:00","True","A67863A5B8543C4AD2F425D967CC2475C1510AE56E0A0B9E4955D0F465A6CC38"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\Evidence\BATCH_A_STAGE_5_CONSTITUTIONAL_VALIDATION_REGISTER.csv","Stage_5_Constitutional_Validation\Evidence\BATCH_A_STAGE_5_CONSTITUTIONAL_VALIDATION_REGISTER.csv","BATCH_A_STAGE_5_CONSTITUTIONAL_VALIDATION_REGISTER.csv",".csv","1898","2026-07-24T16:54:02.6381474-05:00","True","CB4FC8982233BF60316F57E32784ADA59A3FCAA1F304D4C1AAC1CBE099218E8E"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\Evidence\BATCH_A_STAGE_5_DETERMINISTIC_TARGET_RESOLUTION_REGISTER.csv","Stage_5_Constitutional_Validation\Evidence\BATCH_A_STAGE_5_DETERMINISTIC_TARGET_RESOLUTION_REGISTER.csv","BATCH_A_STAGE_5_DETERMINISTIC_TARGET_RESOLUTION_REGISTER.csv",".csv","7728","2026-07-24T16:54:02.5177206-05:00","True","1CB9892F1AA33D6641A779BBE52037451188407A90EF8DFB4E7DCCD9B8B594C8"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\Evidence\BATCH_A_STAGE_5_EVIDENCE_CHAIN.csv","Stage_5_Constitutional_Validation\Evidence\BATCH_A_STAGE_5_EVIDENCE_CHAIN.csv","BATCH_A_STAGE_5_EVIDENCE_CHAIN.csv",".csv","18701","2026-07-24T16:54:02.5960170-05:00","True","282B985561AE926FE81FA9FDE275030893789BCACC44EBF9705E79FBF568825A"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\Evidence\BATCH_A_STAGE_5_EXECUTION_REGISTER.csv","Stage_5_Constitutional_Validation\Evidence\BATCH_A_STAGE_5_EXECUTION_REGISTER.csv","BATCH_A_STAGE_5_EXECUTION_REGISTER.csv",".csv","12914","2026-07-24T16:54:02.5506185-05:00","True","494551FADEA392CBF2207AF6C9B8067801E6DC7F4975D80C557438FE12EFB537"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\Evidence\BATCH_A_STAGE_5_FINAL_VALIDATION_REGISTER.csv","Stage_5_Constitutional_Validation\Evidence\BATCH_A_STAGE_5_FINAL_VALIDATION_REGISTER.csv","BATCH_A_STAGE_5_FINAL_VALIDATION_REGISTER.csv",".csv","1296","2026-07-24T16:54:02.6401474-05:00","True","2B7C98575AB57D57A7FDD5219EA0B983B72EA7B2D021C805771A0B8C6174BF77"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\Evidence\BATCH_A_STAGE_5_POST_SYNCHRONIZATION_HASH_REGISTER.csv","Stage_5_Constitutional_Validation\Evidence\BATCH_A_STAGE_5_POST_SYNCHRONIZATION_HASH_REGISTER.csv","BATCH_A_STAGE_5_POST_SYNCHRONIZATION_HASH_REGISTER.csv",".csv","3799","2026-07-24T16:54:02.5936889-05:00","True","AF51639570CE8C9AD8904672A06F39A401FBE9C457EE2F30E8A63A91E3A3AF64"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\Evidence\BATCH_A_STAGE_5_PRE_SYNCHRONIZATION_HASH_REGISTER.csv","Stage_5_Constitutional_Validation\Evidence\BATCH_A_STAGE_5_PRE_SYNCHRONIZATION_HASH_REGISTER.csv","BATCH_A_STAGE_5_PRE_SYNCHRONIZATION_HASH_REGISTER.csv",".csv","3228","2026-07-24T16:54:02.5779959-05:00","True","057BA53D54AC6EA4C2D5EA4B008E49C5362E1AB7E273A139773A411441364CA4"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\Evidence\BATCH_A_STAGE_5_SYNCHRONIZATION_VERIFICATION_REGISTER.csv","Stage_5_Constitutional_Validation\Evidence\BATCH_A_STAGE_5_SYNCHRONIZATION_VERIFICATION_REGISTER.csv","BATCH_A_STAGE_5_SYNCHRONIZATION_VERIFICATION_REGISTER.csv",".csv","8780","2026-07-24T16:54:02.5619493-05:00","True","21A435093273FDDA6722B50A5D30E2FB97B59C5DD4B4B2F360FC4E81D1FF4A7E"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\Evidence\BATCH_A_STAGE_5_UNRESOLVED_DESIGN_REGISTER.csv","Stage_5_Constitutional_Validation\Evidence\BATCH_A_STAGE_5_UNRESOLVED_DESIGN_REGISTER.csv","BATCH_A_STAGE_5_UNRESOLVED_DESIGN_REGISTER.csv",".csv","7677","2026-07-24T16:54:02.6281514-05:00","True","534A31F7F1C6EEF609E0C82ECEFE8C8D4B8855AA1CC0079ABC30C85E171F4CCE"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\Reports\BATCH_A_STAGE_5_COMPLETION_REPORT.md","Stage_5_Constitutional_Validation\Reports\BATCH_A_STAGE_5_COMPLETION_REPORT.md","BATCH_A_STAGE_5_COMPLETION_REPORT.md",".md","844","2026-07-24T16:54:02.7032914-05:00","True","64FBFAF17FFAABA30471E30C16AEF05B61E9565C3B5407C2A90755C625897EC6"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\Reports\BATCH_A_STAGE_5_COMPLETION_STATUS.json","Stage_5_Constitutional_Validation\Reports\BATCH_A_STAGE_5_COMPLETION_STATUS.json","BATCH_A_STAGE_5_COMPLETION_STATUS.json",".json","807","2026-07-24T16:54:02.7032914-05:00","True","12E84B02048C05F6A85908C0C2A58CB9992E27A862F3604A23DF831A40008C6D"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\Reports\BATCH_A_STAGE_5_INITIALIZATION_STATUS.json","Stage_5_Constitutional_Validation\Reports\BATCH_A_STAGE_5_INITIALIZATION_STATUS.json","BATCH_A_STAGE_5_INITIALIZATION_STATUS.json",".json","377","2026-07-24T16:54:02.6913394-05:00","True","E8DF579C0A875595CF7B96AD8EF45884C25CAEFA89A020BD92BF96498D885FCF"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_6_Governance_Disposition\STAGE_6_GOVERNANCE_DISPOSITION_MANIFEST.json","Stage_6_Governance_Disposition\STAGE_6_GOVERNANCE_DISPOSITION_MANIFEST.json","STAGE_6_GOVERNANCE_DISPOSITION_MANIFEST.json",".json","771","2026-07-24T17:05:04.3746146-05:00","True","39973494F3B417D93EAFF5F2D6D9251C304DD895E0B05A2B9EA732086FA1025A"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_6_Governance_Disposition\Evidence\BATCH_A_STAGE_6_GOVERNANCE_DISPOSITION_REGISTER.csv","Stage_6_Governance_Disposition\Evidence\BATCH_A_STAGE_6_GOVERNANCE_DISPOSITION_REGISTER.csv","BATCH_A_STAGE_6_GOVERNANCE_DISPOSITION_REGISTER.csv",".csv","18910","2026-07-24T17:01:11.7689119-05:00","True","BD6946EB03BB2C98D075D2B231529B4B423DE7BA7F2D8799E629A90DA30F9892"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_6_Governance_Disposition\Governance_Packets\BATCH_A_STAGE_6_GOVERNANCE_PACKET.csv","Stage_6_Governance_Disposition\Governance_Packets\BATCH_A_STAGE_6_GOVERNANCE_PACKET.csv","BATCH_A_STAGE_6_GOVERNANCE_PACKET.csv",".csv","18910","2026-07-24T17:05:03.8742686-05:00","True","BD6946EB03BB2C98D075D2B231529B4B423DE7BA7F2D8799E629A90DA30F9892"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_6_Governance_Disposition\Reports\BATCH_A_STAGE_6_COMPLETION_REPORT.md","Stage_6_Governance_Disposition\Reports\BATCH_A_STAGE_6_COMPLETION_REPORT.md","BATCH_A_STAGE_6_COMPLETION_REPORT.md",".md","750","2026-07-24T17:05:04.6508695-05:00","True","3441C262998B67801ECA60A7890E6EBBB67A538A3F84553EEB4FDCEF8F6F3A89"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_6_Governance_Disposition\Reports\BATCH_A_STAGE_6_COMPLETION_STATUS.json","Stage_6_Governance_Disposition\Reports\BATCH_A_STAGE_6_COMPLETION_STATUS.json","BATCH_A_STAGE_6_COMPLETION_STATUS.json",".json","516","2026-07-24T17:05:04.5245705-05:00","True","16AAE28EF4ACD3A196B3D7AEB8226377B76580F2AC93EF2E255D0FEBC23B5109"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Transactions\BATCH_A_TRANSACTION_REGISTER.csv","Transactions\BATCH_A_TRANSACTION_REGISTER.csv","BATCH_A_TRANSACTION_REGISTER.csv",".csv","30531","2026-07-23T18:53:48.7652485-05:00","False","06DCB760504F9E5D69C7540C9E7E881A38FCDED35FE87F6B3E4C0F50D766795F"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Transactions\BATCH_A_TRANSACTION_SCHEMA.json","Transactions\BATCH_A_TRANSACTION_SCHEMA.json","BATCH_A_TRANSACTION_SCHEMA.json",".json","6290","2026-07-23T18:23:28.1718018-05:00","False","0726E14C28AA01B4DF3821D1EA2551D45EAEEC6F62042CFA6EC3BA6BF2E794EC"
"C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Transactions\CANONICAL_WORKLIST_SCHEMA_MANIFEST.json","Transactions\CANONICAL_WORKLIST_SCHEMA_MANIFEST.json","CANONICAL_WORKLIST_SCHEMA_MANIFEST.json",".json","1768","2026-07-23T18:31:30.1405709-05:00","False","20792DC6296C714F4F0F47268F60841570BC4A9BC5942B4FF9CAEF92216BA3A0"
