"RelativePath","FileName","Extension","SizeBytes","Directory","SHA256","LastWriteTime"
"adaptive-systems\adaptation-framework\ADAPTATION_FRAMEWORK_MODEL.md","ADAPTATION_FRAMEWORK_MODEL.md",".md","758","adaptive-systems\adaptation-framework","1E6F0693D6ED6FA2A2C09A9D14D4E480FE380B4554D9B8827431045DB4665E69","2026-07-18T09:24:51.9694460-05:00"
"adaptive-systems\adaptation-framework\CHANGE_RESPONSE_MODEL.md","CHANGE_RESPONSE_MODEL.md",".md","621","adaptive-systems\adaptation-framework","F4B32BE8EFF884C4759AAEC0782E9CF32B5EFE8FB8529D450B202699994186D6","2026-07-18T09:24:51.9694460-05:00"
"adaptive-systems\adaptation-framework\SYSTEM_ADAPTATION_MODEL.md","SYSTEM_ADAPTATION_MODEL.md",".md","632","adaptive-systems\adaptation-framework","40D37B4F35E1D21CEFE4B008606C70CA1BCC88C0FC6580D50002AA8114D49D02","2026-07-18T09:24:51.9694460-05:00"
"adaptive-systems\autonomous-evolution\CONTROLLED_EVOLUTION_MODEL.md","CONTROLLED_EVOLUTION_MODEL.md",".md","702","adaptive-systems\autonomous-evolution","72DB2919917A1BCBF58CC1F491841286C14F6527B7D8B92E0773CD0FF7598416","2026-07-18T09:27:13.1503865-05:00"
"adaptive-systems\autonomous-evolution\EVOLUTION_FRAMEWORK_MODEL.md","EVOLUTION_FRAMEWORK_MODEL.md",".md","709","adaptive-systems\autonomous-evolution","E088E87B9C7F7BC84FD7EE5EDE8EA5B3378A96D41DA52B413A1066757AA4C12A","2026-07-18T09:27:13.1473970-05:00"
"adaptive-systems\autonomous-evolution\SUCCESSOR_ADAPTATION_MODEL.md","SUCCESSOR_ADAPTATION_MODEL.md",".md","796","adaptive-systems\autonomous-evolution","A32C4782E354D5F0F252C0CC7986C9C5D15138E23EB21DBF8EF0F1E51F77B76D","2026-07-18T09:27:13.1593889-05:00"
"adaptive-systems\feedback-systems\FEEDBACK_ANALYSIS_FRAMEWORK.md","FEEDBACK_ANALYSIS_FRAMEWORK.md",".md","688","adaptive-systems\feedback-systems","6E29CBB4C3756E95A8D561D3923D9B8143EDBF924D0A86A0577E3572748A49BE","2026-07-18T09:25:54.3443106-05:00"
"adaptive-systems\feedback-systems\FEEDBACK_INTEGRATION_MODEL.md","FEEDBACK_INTEGRATION_MODEL.md",".md","686","adaptive-systems\feedback-systems","839D69FC1EC2EC70599AFF727A46EF48BDAF8B9BA1438B68639EDC909FB438CD","2026-07-18T09:25:54.3333145-05:00"
"adaptive-systems\feedback-systems\FEEDBACK_SYSTEM_MODEL.md","FEEDBACK_SYSTEM_MODEL.md",".md","670","adaptive-systems\feedback-systems","9E3BFA9969C15E81ED03BBC38AE9BC4D9E593637AC42BA5FE4360604AAB1F924","2026-07-18T09:25:54.3373098-05:00"
"adaptive-systems\optimization-framework\EFFICIENCY_EVALUATION_MODEL.md","EFFICIENCY_EVALUATION_MODEL.md",".md","682","adaptive-systems\optimization-framework","CE939F7E450424B7E03B32123BB5B183882FA4ED88D3BB806EC180A7D9A15907","2026-07-18T09:26:35.8731888-05:00"
"adaptive-systems\optimization-framework\OPTIMIZATION_MODEL.md","OPTIMIZATION_MODEL.md",".md","737","adaptive-systems\optimization-framework","1ED8C446A643C344CEF4A6FA1DA27C34C313F20F05206E0C2B2B83D9812348A8","2026-07-18T09:26:35.8762034-05:00"
"adaptive-systems\optimization-framework\PERFORMANCE_IMPROVEMENT_FRAMEWORK.md","PERFORMANCE_IMPROVEMENT_FRAMEWORK.md",".md","737","adaptive-systems\optimization-framework","9991C52852BDBA017D3EF31F4E876458A3DB8163D9CEB936A1DA47719A8A7599","2026-07-18T09:26:35.8711820-05:00"
"adaptive-systems\resilience-models\CONTINUITY_RESILIENCE_FRAMEWORK.md","CONTINUITY_RESILIENCE_FRAMEWORK.md",".md","706","adaptive-systems\resilience-models","0C0D6FD39315A683E5D544FF443D01EF8E8670BE5FC24C1CE0DC62BFBF36D7EA","2026-07-18T09:25:22.7385686-05:00"
"adaptive-systems\resilience-models\FAILURE_RECOVERY_MODEL.md","FAILURE_RECOVERY_MODEL.md",".md","674","adaptive-systems\resilience-models","872D6D0D1F863CF8DFB030A170EBAA53D94C8928E6F042B880AFF9E12A6DD02D","2026-07-18T09:25:22.7195937-05:00"
"adaptive-systems\resilience-models\SYSTEM_RESILIENCE_MODEL.md","SYSTEM_RESILIENCE_MODEL.md",".md","728","adaptive-systems\resilience-models","FBD7FCF061A474A164C3291A0F29598B5B50497CA0178B961B80AA23AC776251","2026-07-18T09:25:22.7385686-05:00"
"adoption\ADOPTION_VALIDATION_MODEL.md","ADOPTION_VALIDATION_MODEL.md",".md","814","adoption","D88D3FF14C1EA254D36C582C1CBFBFDBAA7A5836465973B14AAB6AD0CA7E5392","2026-07-18T03:18:35.3568541-05:00"
"adoption\DEPLOYMENT_GUIDELINES.md","DEPLOYMENT_GUIDELINES.md",".md","771","adoption","75E1931641C18148FA6AFCEECD0EED7282E8BBE0F4C5742FDF665D0E42EEE904","2026-07-18T03:18:35.3568541-05:00"
"adoption\IMPLEMENTATION_GUIDE.md","IMPLEMENTATION_GUIDE.md",".md","745","adoption","CFCE40AF0A332984963168919FE9FFD2AE708C01563EC8EDF8477D0E08C10B67","2026-07-18T03:18:35.3561397-05:00"
"adoption\INTEGRATION_REQUIREMENTS.md","INTEGRATION_REQUIREMENTS.md",".md","899","adoption","B4D9DE2EFF530883D1A0A109E03C187AB69829A14F7091D60CA8A75BED660A17","2026-07-18T03:18:35.3501718-05:00"
"adoption\USER_IMPLEMENTATION_MODEL.md","USER_IMPLEMENTATION_MODEL.md",".md","779","adoption","B519153B8EF993B0EFAEEA31778C1A66646C833D55BEC4021159950679C9D6B6","2026-07-18T03:18:35.3531444-05:00"
"advanced-ecosystem-evolution\autonomous-ecosystem-intelligence\AUTONOMOUS_ECOSYSTEM_INTELLIGENCE.md","AUTONOMOUS_ECOSYSTEM_INTELLIGENCE.md",".md","1094","advanced-ecosystem-evolution\autonomous-ecosystem-intelligence","8E88A6FF2F2E8D77470F528A9D4D5B60D6B313A66176610CE4D464FEB9F00B19","2026-07-19T16:42:30.4564030-05:00"
"advanced-ecosystem-evolution\autonomous-ecosystem-intelligence\INTELLIGENCE_EVOLUTION_RECORD.md","INTELLIGENCE_EVOLUTION_RECORD.md",".md","935","advanced-ecosystem-evolution\autonomous-ecosystem-intelligence","BF5BDCEEA200067FA32493F973ED07177F186933D008C26932374BD130D34414","2026-07-19T16:42:30.4564030-05:00"
"advanced-ecosystem-evolution\autonomous-ecosystem-intelligence\INTELLIGENCE_STATE_REGISTER.md","INTELLIGENCE_STATE_REGISTER.md",".md","927","advanced-ecosystem-evolution\autonomous-ecosystem-intelligence","870D388075B204632F386BA553AF4B906E26B0957A0289D0E9A0B7E891448443","2026-07-19T16:42:30.4720458-05:00"
"advanced-ecosystem-evolution\final-consolidation\ADVANCED_EVOLUTION_COMPLETION_RECORD.md","ADVANCED_EVOLUTION_COMPLETION_RECORD.md",".md","956","advanced-ecosystem-evolution\final-consolidation","BAD1882AA178762295CFFBD563E46B2644E41A7840CB682A83202B0DC9F86344","2026-07-19T16:44:16.1646007-05:00"
"advanced-ecosystem-evolution\final-consolidation\ADVANCED_EVOLUTION_VALIDATION_REPORT.md","ADVANCED_EVOLUTION_VALIDATION_REPORT.md",".md","952","advanced-ecosystem-evolution\final-consolidation","6F05128905E04DA08D27A6147F5A05073FE7268F97C3A638BD9F800E0B2E5AF2","2026-07-19T16:44:16.1616031-05:00"
"advanced-ecosystem-evolution\final-consolidation\COMPLETE_ADVANCED_EVOLUTION_STATE.md","COMPLETE_ADVANCED_EVOLUTION_STATE.md",".md","841","advanced-ecosystem-evolution\final-consolidation","E043A2562898CBF7DE9F80C744EAFEF8576CB812371D7A1CFA1180F5F2B45E78","2026-07-19T16:44:16.1786170-05:00"
"advanced-ecosystem-evolution\next-generation-orynth-civilization-layer\CIVILIZATION_EVOLUTION_RECORD.md","CIVILIZATION_EVOLUTION_RECORD.md",".md","1020","advanced-ecosystem-evolution\next-generation-orynth-civilization-layer","6020FA0731C5A8041A437FB50A57FC1AAF054612DA29EDCCAA05C812DB3FCEB0","2026-07-19T16:43:48.7571233-05:00"
"advanced-ecosystem-evolution\next-generation-orynth-civilization-layer\CIVILIZATION_STATE_REGISTER.md","CIVILIZATION_STATE_REGISTER.md",".md","1011","advanced-ecosystem-evolution\next-generation-orynth-civilization-layer","F6E32CEC1A0842C4247FB043A7C2DD6E3B8DA3A5E0B78DF406D4ABCCE7C80D2F","2026-07-19T16:43:48.7438536-05:00"
"advanced-ecosystem-evolution\next-generation-orynth-civilization-layer\NEXT_GENERATION_ORYNTH_CIVILIZATION_LAYER.md","NEXT_GENERATION_ORYNTH_CIVILIZATION_LAYER.md",".md","1353","advanced-ecosystem-evolution\next-generation-orynth-civilization-layer","DECBECC0051F61B916F1C871DE8FD8064787FE4975A283483239CE9B56ED0768","2026-07-19T16:43:48.7599525-05:00"
"advanced-ecosystem-evolution\recursive-architecture-optimization\OPTIMIZATION_EVOLUTION_RECORD.md","OPTIMIZATION_EVOLUTION_RECORD.md",".md","0","advanced-ecosystem-evolution\recursive-architecture-optimization","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","2026-07-19T16:41:55.1472889-05:00"
"advanced-ecosystem-evolution\recursive-architecture-optimization\OPTIMIZATION_STATE_REGISTER.md","OPTIMIZATION_STATE_REGISTER.md",".md","0","advanced-ecosystem-evolution\recursive-architecture-optimization","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","2026-07-19T16:41:55.1472889-05:00"
"advanced-ecosystem-evolution\recursive-architecture-optimization\RECURSIVE_ARCHITECTURE_OPTIMIZATION.md","RECURSIVE_ARCHITECTURE_OPTIMIZATION.md",".md","0","advanced-ecosystem-evolution\recursive-architecture-optimization","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","2026-07-19T16:41:55.1462870-05:00"
"advanced-ecosystem-evolution\universal-capability-convergence\CAPABILITY_EVOLUTION_RECORD.md","CAPABILITY_EVOLUTION_RECORD.md",".md","886","advanced-ecosystem-evolution\universal-capability-convergence","2012A45C0CD9D6CD150E553ECF7E4C930C784BAB2309D3AB1410EC42F58BDE50","2026-07-19T16:43:20.6838056-05:00"
"advanced-ecosystem-evolution\universal-capability-convergence\CAPABILITY_STATE_REGISTER.md","CAPABILITY_STATE_REGISTER.md",".md","931","advanced-ecosystem-evolution\universal-capability-convergence","18751F80CE4AEEFA8EB8576D5C3A1C36D09A0D821B5ED8FB8296244A6D30A36F","2026-07-19T16:43:20.6808031-05:00"
"advanced-ecosystem-evolution\universal-capability-convergence\UNIVERSAL_CAPABILITY_CONVERGENCE.md","UNIVERSAL_CAPABILITY_CONVERGENCE.md",".md","1116","advanced-ecosystem-evolution\universal-capability-convergence","2D0F3DDABE3E9F91958915E42BFF62724FBF78EB51600C4B2004F04CABDF06B7","2026-07-19T16:43:20.6778052-05:00"
"applied-architectures\constitutional-game-runtime\ARCHITECTURE_INTEGRATION_RECORD.md","ARCHITECTURE_INTEGRATION_RECORD.md",".md","1105","applied-architectures\constitutional-game-runtime","69658B1603F0EB58A339A6DE603DEAEB03271F941DD8EB2563E56A747532131B","2026-07-18T03:28:25.1287841-05:00"
"applied-architectures\constitutional-game-runtime\IMPLEMENTATION_STATUS_MODEL.md","IMPLEMENTATION_STATUS_MODEL.md",".md","601","applied-architectures\constitutional-game-runtime","05C9964B6734B8E56F6C6A280ACD3A243073F06B0EE8CF4C2D2C634BAA10D1C7","2026-07-18T03:28:25.1207876-05:00"
"applied-architectures\constitutional-game-runtime\MORNING_STAR_DEPENDENCY_MAP.md","MORNING_STAR_DEPENDENCY_MAP.md",".md","707","applied-architectures\constitutional-game-runtime","1D112D477C23174515895FC56D14C29DAD30669615C1E0BC19384683F7A92E15","2026-07-18T03:28:25.1428399-05:00"
"applied-architectures\execution-assurance-foundation\ARCHITECTURE_INTEGRATION_RECORD.md","ARCHITECTURE_INTEGRATION_RECORD.md",".md","987","applied-architectures\execution-assurance-foundation","1EF1921463FAAB3A38F1CBCEAC0C24637A9577D946727DFF5297BFFC3A581BCF","2026-07-18T03:28:52.3893767-05:00"
"applied-architectures\execution-assurance-foundation\IMPLEMENTATION_STATUS_MODEL.md","IMPLEMENTATION_STATUS_MODEL.md",".md","585","applied-architectures\execution-assurance-foundation","6EED8E8EAB367254257256C3959D901B18A62934649F1DE55B1823BC06A99825","2026-07-18T03:28:52.3893767-05:00"
"applied-architectures\execution-assurance-foundation\MORNING_STAR_DEPENDENCY_MAP.md","MORNING_STAR_DEPENDENCY_MAP.md",".md","730","applied-architectures\execution-assurance-foundation","F5C675CF5E6DC209CD1BD117AAEAA348232A4CDD409D13BE4818651B28F1DC9B","2026-07-18T03:28:52.4053842-05:00"
"applied-architectures\planetary-psychology-atlas\ARCHITECTURE_INTEGRATION_RECORD.md","ARCHITECTURE_INTEGRATION_RECORD.md",".md","1235","applied-architectures\planetary-psychology-atlas","0BF222DA89EDEC366D10CE4DE1317644FF791A2171ADCB3779E9A5BB5CD72D1C","2026-07-18T03:26:49.6240244-05:00"
