"RelativePath","ArtifactClass","Extension","SizeBytes","SHA256","ReleaseEligibility"
"phase-ii\runtime\state\STATE_TRANSITION_ENGINE.md","RUNTIME",".md","739","A5F4C47514C31ADE088FBBD969C464D31F87192F9D4277D5A68A4F18C36224A3","ELIGIBLE"
"phase-ii\tests\runtime\RUNTIME_TEST_PLAN.md","RUNTIME",".md","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","ELIGIBLE"
"runtime\pyproject.toml","RUNTIME",".toml","790","1CF0A2FB0811603CA3DE42EA49EAAA83B256D01F618B84B882B09A9E5B0CE0A9","ELIGIBLE"
"runtime\README.md","RUNTIME",".md","1790","7849BCDD2693892961195465860A0374F5E3EFD985220B7B4D001F8DDF3B802C","ELIGIBLE"
"runtime\runtime.config.json","RUNTIME",".json","570","FE2FA9864428377D029E0743BC9E287B232F7A9CD5C2BDB59E7F6B5E048895F8","ELIGIBLE"
"runtime\.mypy_cache\.gitignore","RUNTIME",".gitignore","36","FFBB394643C112F2356BB5F3184E95E33FD732146892F4EEEAD126975570FF39","ELIGIBLE"
"runtime\.mypy_cache\CACHEDIR.TAG","RUNTIME",".TAG","193","70EBB54FACB76F7DAB3058261EEFB43A2315D28D10FCF90A85538C05A72B8D1E","ELIGIBLE"
"runtime\.mypy_cache\3.11\cache.0.db","RUNTIME",".db","135168","C94F378B1ECB62FB50AC5128D11F5EE6D252DCFEF23DE53B8FF9E77DA36A9D32","ELIGIBLE"
"runtime\.mypy_cache\3.11\cache.1.db","RUNTIME",".db","233472","62C560F709F457DA7976FB3B61547FB4B31EEBE5900AA9FDD9534E9182FEA91E","ELIGIBLE"
"runtime\.mypy_cache\3.11\cache.10.db","RUNTIME",".db","442368","DE299344BA878DA3B73EB904B8ED1293134672144AF2ED595FFD45C89913D8C9","ELIGIBLE"
"runtime\.mypy_cache\3.11\cache.11.db","RUNTIME",".db","159744","16CC4016E7651ECB338BFF846B268583CD911C5EFBB8E4095711F133A6D4F21F","ELIGIBLE"
"runtime\.mypy_cache\3.11\cache.12.db","RUNTIME",".db","102400","E27869884AE90B6A620DFB393E01E1859042B168E64FA8964272A84CEB6B6CCB","ELIGIBLE"
"runtime\.mypy_cache\3.11\cache.13.db","RUNTIME",".db","139264","067BDBE7188D6050952547DAE233D6477FB4DDB84D157548C57B6975F43A53FB","ELIGIBLE"
"runtime\.mypy_cache\3.11\cache.14.db","RUNTIME",".db","131072","901548A72F0B691F2CB27D439B915662E13F34B32638AAB15E9DC5F68400842D","ELIGIBLE"
"runtime\.mypy_cache\3.11\cache.15.db","RUNTIME",".db","307200","D0C3FCA0383D7A88B67BD4B6453FEE087D7784E58AA8C64A4C8FAA2B4FB49204","ELIGIBLE"
"runtime\.mypy_cache\3.11\cache.2.db","RUNTIME",".db","65536","21A74DEC0837375CC16DDA773AB02078D02472AFCC068A09D97A9A331C922078","ELIGIBLE"
"runtime\.mypy_cache\3.11\cache.3.db","RUNTIME",".db","53248","816FCCFED14F080428160A31CEA482D6F1A56609D335BC11DC375F60B6A77664","ELIGIBLE"
"runtime\.mypy_cache\3.11\cache.4.db","RUNTIME",".db","159744","21C979A78A60B0FD67C8A5D600B89F049C0768A8CCEC260D3015D4755715D623","ELIGIBLE"
"runtime\.mypy_cache\3.11\cache.5.db","RUNTIME",".db","102400","BC739361F7164B64B95293225924A9066D0437FFF69B2AC3897D4CCD44BA0157","ELIGIBLE"
"runtime\.mypy_cache\3.11\cache.6.db","RUNTIME",".db","86016","4A3E4E1817F31BA93759BFD4073983B27E2A785446912AB421FE2B54FABB3841","ELIGIBLE"
"runtime\.mypy_cache\3.11\cache.7.db","RUNTIME",".db","40960","9E9ACA7E8047800797356C9CE6EC0D3A991E4AD7AD8263C5A39BE657A3F5083D","ELIGIBLE"
"runtime\.mypy_cache\3.11\cache.8.db","RUNTIME",".db","167936","D6786C6E5F4E50F6BF6F0D804398D8D3FBA0ECD5D10789397EF95DC79C84B4C6","ELIGIBLE"
"runtime\.mypy_cache\3.11\cache.9.db","RUNTIME",".db","585728","3F8BEA276B9A994BA80C077B1B12256DB19933B776B85E3522BE4566993154E0","ELIGIBLE"
"runtime\.pytest_cache\.gitignore","RUNTIME",".gitignore","37","3ED731B65D06150C138E2DADB0BE0697550888A6B47EB8C45ECC9ADBA8B8E9BD","ELIGIBLE"
"runtime\.pytest_cache\CACHEDIR.TAG","RUNTIME",".TAG","191","37DC88EF9A0ABEDDBE81053A6DD8FDFB13AFB613045EA1EB4A5C815A74A3BDE4","ELIGIBLE"
"runtime\.pytest_cache\README.md","RUNTIME",".md","302","73FD6FCCDD802C419A6B2D983D6C3173B7DA97558AC4B589EDEC2DFE443DB9AD","ELIGIBLE"
"runtime\.pytest_cache\v\cache\lastfailed","RUNTIME","","2","44136FA355B3678A1146AD16F7E8649E94FB4FC21FE77E8310C060F61CAAFF8A","ELIGIBLE"
"runtime\.pytest_cache\v\cache\nodeids","RUNTIME","","9428","4CBF30CC9F7A4A848AF1750015DB27CE5E92BAD62225BCC320E3DBB195C26B62","ELIGIBLE"
"runtime\cli\command-surface.json","RUNTIME",".json","2188","01B07777F5F888F0536295FA95223E9554F45F98AB48EB972164D40F94F1B243","ELIGIBLE"
"runtime\cli\COMMANDS.md","RUNTIME",".md","614","A06181256071E8C63AFC8B8BAC46619AB6A7288386FAB2C871AFA7D5B3B9C600","ELIGIBLE"
"runtime\coverage\ARCHITECTURE_RUNTIME_COVERAGE_MATRIX.csv","RUNTIME",".csv","2627","5BDE1D3624B73870BD3093D4032CA5C0449593787C4F85FE673ABCC4CAA9943B","ELIGIBLE"
"runtime\evidence\RUNTIME_PHASE_III_VALIDATION.md","RUNTIME",".md","2403","0FB15F67E14DE35767DC2F426786DFA292A19F5AA99087B55CC82161B1FCD433","ELIGIBLE"
"runtime\evidence\RUNTIME_PHASE_II_VALIDATION.md","RUNTIME",".md","2403","0FB15F67E14DE35767DC2F426786DFA292A19F5AA99087B55CC82161B1FCD433","ELIGIBLE"
"runtime\evidence\RUNTIME_PHASE_IV_VALIDATION.md","RUNTIME",".md","2403","0FB15F67E14DE35767DC2F426786DFA292A19F5AA99087B55CC82161B1FCD433","ELIGIBLE"
"runtime\evidence\RUNTIME_PHASE_I_VALIDATION.md","RUNTIME",".md","5540","75A105AA4D99DD180CD1AAF52F91101AD2147F366813270779ED436FC355AAB0","ELIGIBLE"
"runtime\schemas\runtime-config-v1.schema.json","RUNTIME",".json","1358","1909A39B8B14306294FE02E87C0D35D2FA3E83E759D32CCC8E776F37EA1F89E7","ELIGIBLE"
"runtime\src\morning_star\__init__.py","RUNTIME",".py","4145","3D4BC79C3C42D6A9E594EB3EB3D81DBCB2A8736432060A2D6609114DCAC10946","ELIGIBLE"
"runtime\src\morning_star\api\runtime.py","RUNTIME",".py","13165","C734C789E928975758FFB5CFBF85F708F4E5F3EF8AEDB5478E8D54AE369D7B1A","ELIGIBLE"
"runtime\src\morning_star\api\__init__.py","RUNTIME",".py","83","B57E68125559C2C63D7495D7FCD49EF49C0C087CABE5321B0DE9864EF3A7048E","ELIGIBLE"
"runtime\src\morning_star\cli\main.py","RUNTIME",".py","4037","3CDEC947D658E2E86AD80C76A258A25703AC4E52A1CE0F7CCA6DA3865F01ACCD","ELIGIBLE"
"runtime\src\morning_star\cli\operational-defaults.json","RUNTIME",".json","858","810E2514A8C81CA6070E28F14865559A282A1433C5CA3E31FA98D8D72A169D5C","ELIGIBLE"
"runtime\src\morning_star\cli\operational.py","RUNTIME",".py","4065","525295F308024EFFA2B309BC66E7B7DF5F7755E68C45874F7593C2B3D0C02EB6","ELIGIBLE"
"runtime\src\morning_star\cli\__init__.py","RUNTIME",".py","107","E9EC16D4528729AFD0260CB1275A4BFC7C773A4774436A7F21F9BE4D3174A3F2","ELIGIBLE"
"runtime\src\morning_star\config\runtime.py","RUNTIME",".py","4332","02C667074A0335CEE78B28714C803BE0562A31856ABF9079805E65EA5732E36C","ELIGIBLE"
"runtime\src\morning_star\config\__init__.py","RUNTIME",".py","89","5699891A1AF0FE4275B2941D71757A4A9B0D30CC7D175AF4A4C7D26DA4E33873","ELIGIBLE"
"runtime\src\morning_star\engines\dependencies.py","RUNTIME",".py","4844","F11D4CA4C5F38F11BE9596A10A937B62B94B952D86C275E51E8E75369C9201BA","ELIGIBLE"
"runtime\src\morning_star\engines\initiation.py","RUNTIME",".py","4972","4051A0E0A64D05778BA7BEC3926C69E8A2A5C5564C6F220077D5CC1678E77657","ELIGIBLE"
"runtime\src\morning_star\engines\interpretation.py","RUNTIME",".py","4920","63C9B7F357D08B33F1C2DEE98BC4D290EB9CB1845B9DDD3CBA3B78E50C34F78F","ELIGIBLE"
"runtime\src\morning_star\engines\manifest.py","RUNTIME",".py","3919","10A0D7BFF470C95C1E4A3A5EC8F47D4B3DFE4865C0BDF773B17D3119675B06FE","ELIGIBLE"
"runtime\src\morning_star\engines\navigation.py","RUNTIME",".py","6107","BE3853FE2F787A7772A46B044055A28E2E6AB9CBA0A9ABB50C04AD7B514945DE","ELIGIBLE"
"runtime\src\morning_star\engines\registry_ingestion.py","RUNTIME",".py","2593","9DAC6F954E37A76DFBB6BA46606B0733A39E5D099101B934EA8C59107414C5DE","ELIGIBLE"
"runtime\src\morning_star\engines\runtime.py","RUNTIME",".py","3390","BB28CE2196CFEDA6E275FE5A1F5746A43BFBE955C7F47B445527A0D0BE63CA64","ELIGIBLE"
"runtime\src\morning_star\engines\transitions.py","RUNTIME",".py","4034","CACE59AA68F0D141F0D808324D3BA5593897C84C5C0DE2FA9C7BBC205020B5CA","ELIGIBLE"
"runtime\src\morning_star\engines\validation.py","RUNTIME",".py","15641","279C07F05C6CF87909F515D9E911D45E4C2068C3C03913DA4ED8D790DBEAD9EB","ELIGIBLE"
"runtime\src\morning_star\engines\__init__.py","RUNTIME",".py","465","5C7E7F186BB146814B53EE644B4FB3409C7573CA485F4A524B6ADA5432120DF3","ELIGIBLE"
"runtime\src\morning_star\models\canonical.py","RUNTIME",".py","8187","8C0223BDDEAA2CDA3667405BCBC39675A491936E737616CDEC781E79EDEEDEDB","ELIGIBLE"
"runtime\src\morning_star\models\enums.py","RUNTIME",".py","2778","15A6300DABE49F49854763391ECBC5CB3382A9C834FFC4E68EEE3F872198B9FE","ELIGIBLE"
"runtime\src\morning_star\models\envelopes.py","RUNTIME",".py","4022","8A106143AF6C5962007241E6FF0BA1828629BC6A7DA7DB8CA423BA817046F9FA","ELIGIBLE"
"runtime\src\morning_star\models\failures.py","RUNTIME",".py","8691","91565E9288D432F70320BACCAABA76A41E9A2D89BC0081B9F45F77118C490618","ELIGIBLE"
"runtime\src\morning_star\models\reconstruction.py","RUNTIME",".py","10395","305D543D385B49B3E9B386CA7FEFFC05321FCDD7793A9523566837B3DFEF3661","ELIGIBLE"
"runtime\src\morning_star\models\serialization.py","RUNTIME",".py","3986","8ECF5DBD078275C28D08B56FF05181B0C1E1A1722104C87B3C2EFAD508CF8CF4","ELIGIBLE"
"runtime\src\morning_star\models\snapshot.py","RUNTIME",".py","2928","A89C52DD9C03F36794FA95532D57227063CEB17645570F6AA114B36B504B356C","ELIGIBLE"
"runtime\src\morning_star\models\transitions.py","RUNTIME",".py","7647","61BB6A02C5009A729824FF41934DA4F716561BD46E25821E82542405A2F29199","ELIGIBLE"
"runtime\src\morning_star\models\__init__.py","RUNTIME",".py","362","ED9264AAF4252A1054ED762CB68C1A7BB5C9F0C8F263A5A44E72E493C4E889A8","ELIGIBLE"
"runtime\src\morning_star\storage\atomic.py","RUNTIME",".py","1721","E15C76088143E0191C37936E81FB04940C97E14D57A9D4C2C65CB1ABFFFF710A","ELIGIBLE"
"runtime\src\morning_star\storage\__init__.py","RUNTIME",".py","83","4486EB8F97BE3D188587D364A652233F2AE46EFDFA99AC061D0840F2537DAA5B","ELIGIBLE"
"runtime\tests\test_atomic_storage.py","RUNTIME",".py","1508","AC4DA2837CC79E1D89751F0A55191F9F09A366E5DEC42D4F73DB57B737BA2D57","ELIGIBLE"
"runtime\tests\test_cli.py","RUNTIME",".py","3671","A6DFA8A493E4B5C3C7131B45C7DFC6C3AFEB7C8EC472C31A561A03AF4D709205","ELIGIBLE"
"runtime\tests\test_configuration.py","RUNTIME",".py","2714","B749F027893D2AEA63E1304548D4925B493811ECEE572F927814593905242410","ELIGIBLE"
"runtime\tests\test_coverage_matrix.py","RUNTIME",".py","887","59B7150B22C7895FA2E854A8BC1907AC0D41F467F6B351CE1EFD2B920935D9A7","ELIGIBLE"
"runtime\tests\test_dependencies.py","RUNTIME",".py","2634","FAC42E31911A112BD58970005C8B02F6A711145A896AE8DE0347DB20D9A948CE","ELIGIBLE"
"runtime\tests\test_envelopes.py","RUNTIME",".py","2411","FFD73DBDF0AE89BEA7A7BFE363FAA9AC9F954DC69346FE141AB96B7D9DEC42B8","ELIGIBLE"
"runtime\tests\test_failures.py","RUNTIME",".py","1485","427B7C095F64A237D4958B3898CF466AD55EAEEEDE0CB2BC2057014CE8F0D071","ELIGIBLE"
"runtime\tests\test_initiation_engine.py","RUNTIME",".py","4891","AB3CED0AC76FD742C581886E981CDC4A5F10F9E10A70B3D485AB72E554BF50F1","ELIGIBLE"
"runtime\tests\test_interpretation_engine.py","RUNTIME",".py","3054","8202B034F31EE8F6EF15301F52FA623AB108858F3A2E3078694246209B0C558A","ELIGIBLE"
"runtime\tests\test_manifest_registry.py","RUNTIME",".py","3346","55A3EE688CEF8BCFD3A46794B951F0ADB2167732D2A5BE1F158E5135F4DE1972","ELIGIBLE"
"runtime\tests\test_models.py","RUNTIME",".py","3698","0B1FAB79EA25310DCE4A8FF265F1578FA388D073F52AAE138265A4DBB3D8F7F1","ELIGIBLE"
"runtime\tests\test_navigation.py","RUNTIME",".py","2681","CF592860D4A4547326CE68845825121D446E99C38DEA174E0E18546B93F469BB","ELIGIBLE"
"runtime\tests\test_persistent_registry.py","RUNTIME",".py","2701","8063EFA29EC61FAA1AF1DA9F3A2DEC4885BF1D21BB629E67EEB13CED0A95C0A0","ELIGIBLE"
"runtime\tests\test_persistent_trace.py","RUNTIME",".py","2382","AA138150666732233F361E460585B2B45F18B89FB0BF8F13F1C03CFEFB883B2A","ELIGIBLE"
"runtime\tests\test_public_api.py","RUNTIME",".py","5005","D26D264EAF9ED938121FCBDF99E5973FB5DE00B3F95A6ABD6FF6D01F239D023C","ELIGIBLE"
"runtime\tests\test_reconstruction.py","RUNTIME",".py","2739","5344A274E4596E06B3D88BB71AC99A8B000E32898529AFB2F4862B65D82DBDFF","ELIGIBLE"
"runtime\tests\test_registry.py","RUNTIME",".py","1100","B505F80A1413BE4B79EF7DF7C393ABF66934053E63231D94599706463551304F","ELIGIBLE"
"runtime\tests\test_repository.py","RUNTIME",".py","2174","32CDF9474CF0B5DACA87DBA172362DAFD0078BCF9EF7DCBD43FE8E33A6F6FDE8","ELIGIBLE"
"runtime\tests\test_serialization.py","RUNTIME",".py","2672","8A7FA316090CF25A6D96A3A2FD80290FFE606936AE7F0528B24190CDA97FF6F6","ELIGIBLE"
"runtime\tests\test_snapshot.py","RUNTIME",".py","1944","0C35AD9D7B08376CB039CEB813E894A612487A50094A23B899F1054D6308581A","ELIGIBLE"
"runtime\tests\test_trace_ledger.py","RUNTIME",".py","1502","4C90D48DA6995A2DDF52E41A8997766999B58CD1DBE1444EC76BCDB6852AA89C","ELIGIBLE"
"runtime\tests\test_transaction.py","RUNTIME",".py","2237","ACB8265400627C274F032F222E598C9FF7DDB42A6C2C6E76DBC9C9F6FE0DA2EF","ELIGIBLE"
"runtime\tests\test_transitions.py","RUNTIME",".py","4084","1FA3F4492EB772FA05CDF0B675A94701A9E0C8BF72D9E4A9D25B4D1A9A89787C","ELIGIBLE"
"runtime\tests\test_validation.py","RUNTIME",".py","9037","DDC14E2F7C9F1434AC8BCA941B4273B371CC664BCE72CF843E2A3919490A7DF1","ELIGIBLE"
"runtime\tests\scenarios\test_entry_conformance.py","RUNTIME",".py","5728","B79552FFB0FBF7E929C80D2FF9CD0162434368FF72E7A92830551438AC0EC827","ELIGIBLE"
"schemas\architecture-manifest.schema.json","RUNTIME",".json","1815","D73E6D74FF7D423029F9E992595BF806E45815C5EFF7315DB95B9AB9D076E0D3","ELIGIBLE"
"volumes\VOLUME_III_NAVIGATION\schemas\navigation-path.schema.json","RUNTIME",".json","1753","CFC6EA8FA0FA09F0F5137201F10BB04DF037EA570714D763DBB133FF344D2B86","ELIGIBLE"
"volumes\VOLUME_III_NAVIGATION\schemas\navigation-session.schema.json","RUNTIME",".json","2024","340E3B777BA6A57B869338E3F69B062AB02AAD38FAB988213F0980504C7C6CEF","ELIGIBLE"
"volumes\VOLUME_II_ONTOLOGY\schemas\canonical-object.schema.json","RUNTIME",".json","2089","81D96D4E604226B21CD38EC509BD66B417D3C1853C983828E378D0F7ECD82C0C","ELIGIBLE"
"volumes\VOLUME_II_ONTOLOGY\schemas\relationship.schema.json","RUNTIME",".json","1591","D31FB46660DB5E9740E0C2AA8BE55734F8CC95875825324282F927667CB8407E","ELIGIBLE"
"volumes\VOLUME_IV_INTERPRETATION\schemas\interpretation.schema.json","RUNTIME",".json","2927","E4E1DAC3BBE8AB29814CFD546B91B38F5904CCE9327246C2D2AA5F5096A40C96","ELIGIBLE"
"volumes\VOLUME_IV_INTERPRETATION\schemas\interpretive-reconstruction.schema.json","RUNTIME",".json","1938","D2E0A2B1B6F361D540C6B57C3DB90BDD3DF91995A69442E16D1E1785D94307B4","ELIGIBLE"
"volumes\VOLUME_I_FOUNDATION\verification\MS-T1\trials\MS-T1-TRIAL-0001\runtime\OBSERVATION_REGISTER.csv","RUNTIME",".csv","1475","762BFFA27776BC387574663B6F4133276EB7A09EC4E1F529A846473F0C5D8E92","ELIGIBLE"
"volumes\VOLUME_I_FOUNDATION\verification\MS-T1\trials\MS-T1-TRIAL-0001\runtime\OBSERVATION_SCHEMA.json","RUNTIME",".json","4281","A99D1944762D51B1A55FB542960D14CC5C7548C16BECD5B272945C2942376456","ELIGIBLE"
"volumes\VOLUME_I_FOUNDATION\verification\MS-T1\trials\MS-T1-TRIAL-0001\runtime\TRANSITION_PLAN.csv","RUNTIME",".csv","1841","5B406E4FEEC5828450AFC8E1FD6547955A06E54A640AF93C75B7E20D1E2A82D9","ELIGIBLE"
"volumes\VOLUME_I_FOUNDATION\verification\MS-T1\trials\MS-T1-TRIAL-0001\runtime\TRIAL_PROTOCOL.md","RUNTIME",".md","2121","D816DFE8259B96BF5561DA6631B3789558C239D4D4552CA8BA042660A0D35D42","ELIGIBLE"
"volumes\VOLUME_I_FOUNDATION\verification\MS-T1\trials\MS-T1-TRIAL-0001\runtime\TRIAL_SCENARIO.json","RUNTIME",".json","1029","2F2CA64CA2F7AB0396615AED491B4E9844E689164B09B4971581A0DB0F0A1D99","ELIGIBLE"
"volumes\VOLUME_V_INITIATION\schemas\competency-assessment.schema.json","RUNTIME",".json","1967","5926FB67739B7F6C5A32624E8D20BAB6F5AF69526DC1F7AB4C8832926A1B4EFF","ELIGIBLE"
"volumes\VOLUME_V_INITIATION\schemas\initiation-record.schema.json","RUNTIME",".json","2612","A546CDE70D3971CBC81E70832F27FFEA930702E62078FE06A1E16C49A68F7C32","ELIGIBLE"
