"RelativePath","ArtifactClass","Extension","SizeBytes","SHA256","ReleaseEligibility"
"execution\MS-005_FRAMEWORK_DISCOVERY_INITIALIZATION\RQ.md","VERIFICATION",".md","1775","47AE193701A00E69CFF4B2C4F1EC61E47B8C7A04CFE18D15DD9093EC6D2D1E12","ELIGIBLE"
"execution\MS-005_FRAMEWORK_DISCOVERY_INITIALIZATION\VERIFICATION.md","VERIFICATION",".md","2419","232FF043AA41FC11BFABB27B7B89272B8681F84B60C15F55257E5C1E5888787E","ELIGIBLE"
"execution\MS-006_CONSTITUTIONAL_LEARNING_INITIALIZATION\CHANGELOG.md","VERIFICATION",".md","1936","95817E58817011E30B7870760AC4F42915E709C16DDE3E21EEF8BEE785F51803","ELIGIBLE"
"execution\MS-006_CONSTITUTIONAL_LEARNING_INITIALIZATION\COMPARISON.md","VERIFICATION",".md","4215","F1073FC4A9F5439F9C6AD514952ED1A7ECB84187DA463C06748F6F8A05703A1E","ELIGIBLE"
"execution\MS-006_CONSTITUTIONAL_LEARNING_INITIALIZATION\CONCLUSIONS.md","VERIFICATION",".md","2504","0095E28655762127D35C9BFE119799C8A108537E5209688EB6CC5A9DCA4F8D97","ELIGIBLE"
"execution\MS-006_CONSTITUTIONAL_LEARNING_INITIALIZATION\EVIDENCE.md","VERIFICATION",".md","1808","E7F4FA158D5591E2EEC1954F0D67884A88B073DD4714B37BF8D325FFB95395AC","ELIGIBLE"
"execution\MS-006_CONSTITUTIONAL_LEARNING_INITIALIZATION\EXECUTION_TRACE.md","VERIFICATION",".md","1921","DB4487EEAA831C294957149E26CF1579CE3B89F292BA755C64FFF394FE16E113","ELIGIBLE"
"execution\MS-006_CONSTITUTIONAL_LEARNING_INITIALIZATION\MATHEMATICS.md","VERIFICATION",".md","1467","5D6D76051873AC7799B3F88258B9289673FC4B16450D7802BC7408533874B9B1","ELIGIBLE"
"execution\MS-006_CONSTITUTIONAL_LEARNING_INITIALIZATION\OBSERVATIONS.md","VERIFICATION",".md","1953","CBEB781A75DDBF389EF929AF05606400E060CACB326BE16A04F535A092562CC8","ELIGIBLE"
"execution\MS-006_CONSTITUTIONAL_LEARNING_INITIALIZATION\POST_EXECUTION_REVIEW.md","VERIFICATION",".md","2074","A632FD5111DB084E2B4BAD0AF01FB14977AD2290EB5239EBD62E83EC749EA83D","ELIGIBLE"
"execution\MS-006_CONSTITUTIONAL_LEARNING_INITIALIZATION\README.md","VERIFICATION",".md","1827","B54A4A8A8FB72E3C1AB218AED5376CA21EE0A3987139CB4992EAA301E9889CE0","ELIGIBLE"
"execution\MS-006_CONSTITUTIONAL_LEARNING_INITIALIZATION\RECONSTRUCTION.md","VERIFICATION",".md","2436","5C4E21B892C674AEC2A32FD9AF90F823E16BFB96EC57A8FA4A20CD63F487BB52","ELIGIBLE"
"execution\MS-006_CONSTITUTIONAL_LEARNING_INITIALIZATION\REFERENCE_EXECUTION.md","VERIFICATION",".md","2252","F48C65BEB5555976FECB995C1F62E1E6E77D9F4E4596DA25B059885368A36794","ELIGIBLE"
"execution\MS-006_CONSTITUTIONAL_LEARNING_INITIALIZATION\RQ.md","VERIFICATION",".md","1766","E99A96E24AF3251EA52B2CAE6BC19034E57BC6E27116347050FC6F17712CA2A6","ELIGIBLE"
"execution\MS-006_CONSTITUTIONAL_LEARNING_INITIALIZATION\VERIFICATION.md","VERIFICATION",".md","3736","7D8B681A9E846191C9D00DA96D54E6758055AB356AB54FD5751A9ABE9D4683E7","ELIGIBLE"
"execution\MS-007_CONSTITUTIONAL_COMPREHENSION_INITIALIZATION\CHANGELOG.md","VERIFICATION",".md","1972","F501EE7596EFABC27A584DC85102174D52ED533AC38AA5C79BC6F855C66CCD6D","ELIGIBLE"
"execution\MS-007_CONSTITUTIONAL_COMPREHENSION_INITIALIZATION\COMPARISON.md","VERIFICATION",".md","4107","C4C2FD48B912D79AF99CE4E60BF056B4E0CDDB961CFA0BEF62615550609F88BE","ELIGIBLE"
"execution\MS-007_CONSTITUTIONAL_COMPREHENSION_INITIALIZATION\CONCLUSIONS.md","VERIFICATION",".md","2562","5451BDB4A1ED71AB8868716A1792BD9ED5F747F26A3DBD0B9958C5051FE06FFD","ELIGIBLE"
"execution\MS-007_CONSTITUTIONAL_COMPREHENSION_INITIALIZATION\EVIDENCE.md","VERIFICATION",".md","2324","D3506B8A2A3D45AEB5C40BA9E492C1A07349037BEB52647EA96C69587FFD2383","ELIGIBLE"
"execution\MS-007_CONSTITUTIONAL_COMPREHENSION_INITIALIZATION\EXECUTION_TRACE.md","VERIFICATION",".md","2023","BED55AAFDB19A050C2F6DBD58B0B7A8128265009F614F9EF406E18F603F483B7","ELIGIBLE"
"execution\MS-007_CONSTITUTIONAL_COMPREHENSION_INITIALIZATION\MATHEMATICS.md","VERIFICATION",".md","2184","49B5CA56F3A45318AE8A63987F5AAC08A38AB23697AFD285441BC3122AE504C2","ELIGIBLE"
"execution\MS-007_CONSTITUTIONAL_COMPREHENSION_INITIALIZATION\OBSERVATIONS.md","VERIFICATION",".md","2198","9B0F5E1E9C76B595AB63C90B5F7C3BC2252DF38ECDB55F12FDBD12421230C539","ELIGIBLE"
"execution\MS-007_CONSTITUTIONAL_COMPREHENSION_INITIALIZATION\POST_EXECUTION_REVIEW.md","VERIFICATION",".md","2406","2AECF0D4AAD4131BDEC0F7A9F51A1F8C23D6F4C37DACE6AED1A5D86F9A073DEB","ELIGIBLE"
"execution\MS-007_CONSTITUTIONAL_COMPREHENSION_INITIALIZATION\README.md","VERIFICATION",".md","2016","D61B92422E4BDEBF125E9AA93075DB3B9A88F612058C49EB91DAE5843EB7123C","ELIGIBLE"
"execution\MS-007_CONSTITUTIONAL_COMPREHENSION_INITIALIZATION\RECONSTRUCTION.md","VERIFICATION",".md","2448","7AC7C65704D1D3E11BE895FE310AE6A11020E35239891D9370B22E894EE76065","ELIGIBLE"
"execution\MS-007_CONSTITUTIONAL_COMPREHENSION_INITIALIZATION\REFERENCE_EXECUTION.md","VERIFICATION",".md","2387","E761E0FC463B21021044AA7E998ACC63BCC42B031219CBB43A8CF2BCCEE4750E","ELIGIBLE"
"execution\MS-007_CONSTITUTIONAL_COMPREHENSION_INITIALIZATION\RQ.md","VERIFICATION",".md","1887","43F500CE5A7A6ADE6396F1C00DAF235810E243F51A23E6EC5CDDD86055A463E4","ELIGIBLE"
"execution\MS-007_CONSTITUTIONAL_COMPREHENSION_INITIALIZATION\VERIFICATION.md","VERIFICATION",".md","3490","9C6B80185C80BDB40D877142AB6DFA335D9179866B5DCE0E08BA498B06AD56E2","ELIGIBLE"
"execution\MS-008_CONSTITUTIONAL_APPLICATION_INITIALIZATION\CHANGELOG.md","VERIFICATION",".md","1954","7A7794067C9A502A6DB73502BDCA2A6BAD2C91102B045EBA81DF717079EA31DB","ELIGIBLE"
"execution\MS-008_CONSTITUTIONAL_APPLICATION_INITIALIZATION\COMPARISON.md","VERIFICATION",".md","3679","33D2EE3019479735631BC9EA45DA4E31E49705BEEBEBCCEE2DA8BD642F08699B","ELIGIBLE"
"execution\MS-008_CONSTITUTIONAL_APPLICATION_INITIALIZATION\CONCLUSIONS.md","VERIFICATION",".md","2716","3DACEB1652B19F27C647A8D39612BA05C9AEBF0604495F2CB6F9767F57190F19","ELIGIBLE"
"execution\MS-008_CONSTITUTIONAL_APPLICATION_INITIALIZATION\EVIDENCE.md","VERIFICATION",".md","2327","C2A74FD14B6FD706DEC9BF05B00314E37F210C1ECDE403074FDD105B00B6D6AB","ELIGIBLE"
"execution\MS-008_CONSTITUTIONAL_APPLICATION_INITIALIZATION\EXECUTION_TRACE.md","VERIFICATION",".md","2058","450C358C507A1248ECEDD3205E10E5CE54B2DE3C940654F424E97CA6EEECA5C8","ELIGIBLE"
"execution\MS-008_CONSTITUTIONAL_APPLICATION_INITIALIZATION\MATHEMATICS.md","VERIFICATION",".md","2180","92C78E8BA5AA4785F263F54348CB7205803C1D5D67754B70A5C81F73F655D936","ELIGIBLE"
"execution\MS-008_CONSTITUTIONAL_APPLICATION_INITIALIZATION\OBSERVATIONS.md","VERIFICATION",".md","2086","B572CD4C3E4CCA8EC1422FD7D2E945F1F2B031A7BABACBD79E715536798ECAD0","ELIGIBLE"
"execution\MS-008_CONSTITUTIONAL_APPLICATION_INITIALIZATION\POST_EXECUTION_REVIEW.md","VERIFICATION",".md","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","ELIGIBLE"
"execution\MS-008_CONSTITUTIONAL_APPLICATION_INITIALIZATION\README.md","VERIFICATION",".md","2026","F3050FFB93D9F2E5C1C145CD5A62A307F4D508B6323B56854621CC13B472CCBE","ELIGIBLE"
"execution\MS-008_CONSTITUTIONAL_APPLICATION_INITIALIZATION\RECONSTRUCTION.md","VERIFICATION",".md","2497","38A3BB74CB99E7561BE9BFF6C59F6AE52303DD82F6271921B178DAA0B83CE1F0","ELIGIBLE"
"execution\MS-008_CONSTITUTIONAL_APPLICATION_INITIALIZATION\REFERENCE_EXECUTION.md","VERIFICATION",".md","2400","47B17D0ED430E326F259FCB5A0DC9FC076F469CF51050E12D7BA253AC688EB18","ELIGIBLE"
"execution\MS-008_CONSTITUTIONAL_APPLICATION_INITIALIZATION\RQ.md","VERIFICATION",".md","1846","1EAAE466A19EA0C01A725A44AA0734A38DD7479841A621C4FD9EB198FE4C6EA1","ELIGIBLE"
"execution\MS-008_CONSTITUTIONAL_APPLICATION_INITIALIZATION\VERIFICATION.md","VERIFICATION",".md","3452","953E71788678A18FCF7FA9D430C417F71ADCEABE8870FB0DFE85F6C550006091","ELIGIBLE"
"execution\MS-009_CONSTITUTIONAL_EVALUATION_INITIALIZATION\CHANGELOG.md","VERIFICATION",".md","1993","229AEFAB79E3A2880AD4958F20CE3DE3C8C015B3BB2F5C28BE2D47CBA2F5EC41","ELIGIBLE"
"execution\MS-009_CONSTITUTIONAL_EVALUATION_INITIALIZATION\COMPARISON.md","VERIFICATION",".md","3894","0A19A1A08FDBAEA88D9C37528C86B8DBA1DEAC1798820BD91CE292B5D8BE94F7","ELIGIBLE"
"execution\MS-009_CONSTITUTIONAL_EVALUATION_INITIALIZATION\CONCLUSIONS.md","VERIFICATION",".md","2814","BB20CC86541F8F6207FC8FF2069AF2D19531BFFA58FF9C5544DE728800B34C58","ELIGIBLE"
"execution\MS-009_CONSTITUTIONAL_EVALUATION_INITIALIZATION\EVIDENCE.md","VERIFICATION",".md","2282","B41C0D0574F8B2E2EFA11E3BFF957F2D8A56429FFC25753525AA3673448C2779","ELIGIBLE"
"execution\MS-009_CONSTITUTIONAL_EVALUATION_INITIALIZATION\EXECUTION_TRACE.md","VERIFICATION",".md","2126","DF7D37F0F979DBE109B43B5DF699166C8CB85D0BACB185F4BF09F2D89A44D135","ELIGIBLE"
"execution\MS-009_CONSTITUTIONAL_EVALUATION_INITIALIZATION\MATHEMATICS.md","VERIFICATION",".md","2322","64A615D44F66933F4A8BC36E0497104B88457CC4850C0A7DD8C114AAFF86ED67","ELIGIBLE"
"execution\MS-009_CONSTITUTIONAL_EVALUATION_INITIALIZATION\OBSERVATIONS.md","VERIFICATION",".md","2121","75C209D88BFEF5BB459DCC51B3EBCD24D460EDF62E8416089221678525AB32C9","ELIGIBLE"
"execution\MS-009_CONSTITUTIONAL_EVALUATION_INITIALIZATION\POST_EXECUTION_REVIEW.md","VERIFICATION",".md","2594","EA13DB4F18FC13DBF3C5AB8DA0E86C169D3802B4D7D9F9512EF5C084D5FE8FEF","ELIGIBLE"
"execution\MS-009_CONSTITUTIONAL_EVALUATION_INITIALIZATION\README.md","VERIFICATION",".md","2075","A30F8851669BEDD0528A6D7B2243E2292AFBB6DBFD87751B9A68FF8F14A11E1F","ELIGIBLE"
"execution\MS-009_CONSTITUTIONAL_EVALUATION_INITIALIZATION\RECONSTRUCTION.md","VERIFICATION",".md","2493","33485806313634F6ADE0A32B067812B0405B0A6670CA5E52566E750127B94747","ELIGIBLE"
"execution\MS-009_CONSTITUTIONAL_EVALUATION_INITIALIZATION\REFERENCE_EXECUTION.md","VERIFICATION",".md","2513","AAD92A84102EB9A7FC1D910B54EDC93A36E78F68E873B3DFCD36D4B411C472D5","ELIGIBLE"
"execution\MS-009_CONSTITUTIONAL_EVALUATION_INITIALIZATION\RQ.md","VERIFICATION",".md","1871","335FD3DD7DE16D194FBE4DACBC640C5A7E4C15455E37FB6C643248AA1A395FBC","ELIGIBLE"
"execution\MS-009_CONSTITUTIONAL_EVALUATION_INITIALIZATION\VERIFICATION.md","VERIFICATION",".md","3594","39A64B705A9E1FB88DAD86824DF24C6F6E8281B818B672B67B8D5C7587791BDF","ELIGIBLE"
"execution\MS-010_CONSTITUTIONAL_VERIFICATION_INITIALIZATION\CHANGELOG.md","VERIFICATION",".md","708","1E826372BF8EADA770592EC7196A156D7BAEAFDABF52D5D4DB873D45F3D71460","ELIGIBLE"
