"RelativePath","FileName","Extension","SizeBytes","Directory","SHA256","LastWriteTime"
"execution\MS-009_CONSTITUTIONAL_EVALUATION_INITIALIZATION\CHANGELOG.md","CHANGELOG.md",".md","1993","execution\MS-009_CONSTITUTIONAL_EVALUATION_INITIALIZATION","229AEFAB79E3A2880AD4958F20CE3DE3C8C015B3BB2F5C28BE2D47CBA2F5EC41","2026-07-17T22:45:19.4794063-05:00"
"execution\MS-009_CONSTITUTIONAL_EVALUATION_INITIALIZATION\README.md","README.md",".md","2075","execution\MS-009_CONSTITUTIONAL_EVALUATION_INITIALIZATION","A30F8851669BEDD0528A6D7B2243E2292AFBB6DBFD87751B9A68FF8F14A11E1F","2026-07-17T22:37:59.7098431-05:00"
"execution\MS-010_CONSTITUTIONAL_VERIFICATION_INITIALIZATION\CHANGELOG.md","CHANGELOG.md",".md","708","execution\MS-010_CONSTITUTIONAL_VERIFICATION_INITIALIZATION","1E826372BF8EADA770592EC7196A156D7BAEAFDABF52D5D4DB873D45F3D71460","2026-07-17T23:35:27.7890281-05:00"
"execution\MS-010_CONSTITUTIONAL_VERIFICATION_INITIALIZATION\README.md","README.md",".md","2339","execution\MS-010_CONSTITUTIONAL_VERIFICATION_INITIALIZATION","DA81C2E4DA4A53CFA16FCE09EAC79F8A76B7429FBE43ABF2BB5FDBA52D742797","2026-07-17T22:47:16.5844808-05:00"
"execution\MS-011_CONSTITUTIONAL_CONTINUITY_INITIALIZATION\CHANGELOG.md","CHANGELOG.md",".md","0","execution\MS-011_CONSTITUTIONAL_CONTINUITY_INITIALIZATION","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","2026-07-17T23:40:29.3380598-05:00"
"execution\MS-011_CONSTITUTIONAL_CONTINUITY_INITIALIZATION\README.md","README.md",".md","2293","execution\MS-011_CONSTITUTIONAL_CONTINUITY_INITIALIZATION","C8CB68FC6981E7EA78F9D5F338A97A1389DA0501E049D1AACC4F6BAC15CE9F5B","2026-07-17T23:41:05.8426331-05:00"
"execution\MS-012_CONSTITUTIONAL_EVOLUTION_INITIALIZATION\CHANGELOG.md","CHANGELOG.md",".md","746","execution\MS-012_CONSTITUTIONAL_EVOLUTION_INITIALIZATION","86FA4F4852ACEB68A36EB87B6C5F4B0819452494A4ACCEC6497C3B3BA61D957D","2026-07-17T23:48:29.5053650-05:00"
"execution\MS-012_CONSTITUTIONAL_EVOLUTION_INITIALIZATION\README.md","README.md",".md","0","execution\MS-012_CONSTITUTIONAL_EVOLUTION_INITIALIZATION","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","2026-07-17T23:46:51.1690902-05:00"
"execution\MS-013_CONSTITUTIONAL_ADAPTATION_INITIALIZATION\CHANGELOG.md","CHANGELOG.md",".md","696","execution\MS-013_CONSTITUTIONAL_ADAPTATION_INITIALIZATION","E08ED285C97013BDC392BCE9B06B91811881E43A663698029667ED6EF2BECE04","2026-07-17T23:51:02.9052920-05:00"
"execution\MS-013_CONSTITUTIONAL_ADAPTATION_INITIALIZATION\README.md","README.md",".md","2555","execution\MS-013_CONSTITUTIONAL_ADAPTATION_INITIALIZATION","02CE6762BD52A7CE5FF7A3695352A0D1A2EB33F8E94D30F0375AC88C4F24109F","2026-07-17T23:49:35.5858654-05:00"
"execution\MS-014_CONSTITUTIONAL_RESILIENCE_INITIALIZATION\CHANGELOG.md","CHANGELOG.md",".md","618","execution\MS-014_CONSTITUTIONAL_RESILIENCE_INITIALIZATION","CA4F61205F44AA311B5E295C7A315254950A67E35ABC0DBA56ADBFDC66BE9108","2026-07-17T23:31:02.5609425-05:00"
"execution\MS-014_CONSTITUTIONAL_RESILIENCE_INITIALIZATION\README.md","README.md",".md","2577","execution\MS-014_CONSTITUTIONAL_RESILIENCE_INITIALIZATION","67FFC1F541CC04685A788780374915E087D40CAD4C5D374DAF2C4ABF0756376A","2026-07-17T23:30:01.6701269-05:00"
"execution\MS-015_CONSTITUTIONAL_STABILITY_INITIALIZATION\CHANGELOG.md","CHANGELOG.md",".md","613","execution\MS-015_CONSTITUTIONAL_STABILITY_INITIALIZATION","9B06B0A799EE3CEBF5BA1015AF9445A98E39B1C9E35DDA7F6AED916954BB77F0","2026-07-17T23:33:39.1421604-05:00"
"execution\MS-015_CONSTITUTIONAL_STABILITY_INITIALIZATION\README.md","README.md",".md","2540","execution\MS-015_CONSTITUTIONAL_STABILITY_INITIALIZATION","AA56D73D624953A2AB5A3524A34A1A198C9AF3BD0F0EF54B1FACAAE289BEE1BC","2026-07-17T23:32:32.9501778-05:00"
"final-architecture-certification-framework\final-documentation-release-assembly\FINAL_DOCUMENTATION_RELEASE_PLAN.md","FINAL_DOCUMENTATION_RELEASE_PLAN.md",".md","1180","final-architecture-certification-framework\final-documentation-release-assembly","2CDB39DFA58EFA9B4AE2BB467A4175C0880393FBA12A3C667463BBF04C882F86","2026-07-20T13:41:02.1914511-05:00"
"final-architecture-certification-framework\final-documentation-release-assembly\RELEASE_METADATA.md","RELEASE_METADATA.md",".md","701","final-architecture-certification-framework\final-documentation-release-assembly","1BFB57DAAD1C86DFD8FFF595BF419E6CB85BA67B54588E3D7CC81ED363F89010","2026-07-20T13:41:02.2136409-05:00"
"final-architecture-certification-framework\v1.0.0-public-reference-state\MORNING_STAR_V1_RELEASE_STATE.md","MORNING_STAR_V1_RELEASE_STATE.md",".md","964","final-architecture-certification-framework\v1.0.0-public-reference-state","F42D1FE89319EFFA87B3780A46702A014753220B92C95BC2248760C7400E129E","2026-07-20T13:42:11.9995464-05:00"
"final-consolidation-publication-state\final-validation\FINAL_PUBLICATION_VALIDATION_REPORT.md","FINAL_PUBLICATION_VALIDATION_REPORT.md",".md","872","final-consolidation-publication-state\final-validation","119765697B798526A282E9CCB8508EF11163AFC5C7722C432035AD831F455C3C","2026-07-19T16:20:22.1319869-05:00"
"final-consolidation-publication-state\public-release-architecture\PUBLIC_RELEASE_ARCHITECTURE.md","PUBLIC_RELEASE_ARCHITECTURE.md",".md","1002","final-consolidation-publication-state\public-release-architecture","A3970D33CF0EAFE474246C1FEE2C58A1E25E10B7041538CF304CAA1EA7FA7018","2026-07-19T16:19:27.8584782-05:00"
"final-consolidation-publication-state\public-release-architecture\PUBLIC_RELEASE_EVOLUTION_RECORD.md","PUBLIC_RELEASE_EVOLUTION_RECORD.md",".md","853","final-consolidation-publication-state\public-release-architecture","51C2FD9A756B48FDD481E0D4C58E233D3E71088F5ED2FD8125D04AAB438CA118","2026-07-19T16:19:27.8478639-05:00"
"final-consolidation-publication-state\public-release-architecture\PUBLIC_RELEASE_STATE_REGISTER.md","PUBLIC_RELEASE_STATE_REGISTER.md",".md","923","final-consolidation-publication-state\public-release-architecture","99446F8CA6AF3A5EAC3F1FE4E69F6E0417B81449B0543C637B8D6057088959B5","2026-07-19T16:19:27.8543745-05:00"
"governance\CHANGELOG.md","CHANGELOG.md",".md","1905","governance","738381459CE09A84D95C3FBB549B1E00EA65937681E96DA117D5B0B89F273C18","2026-07-17T20:09:52.0354212-05:00"
"governance\PUBLICATION_POLICY.md","PUBLICATION_POLICY.md",".md","2550","governance","F0B54F3718F3F3AC737AC3EC1D5E50A0DBF5B7A12DF306396792512974E5D337","2026-07-17T20:09:23.9954823-05:00"
"governance\README.md","README.md",".md","1318","governance","E1990818E912AA52605735C16DAE41D50A6D5CB0C91CD06A1ED6280568BB0C9D","2026-07-17T20:06:31.4309418-05:00"
"governance\RELEASE_GOVERNANCE.md","RELEASE_GOVERNANCE.md",".md","1900","governance","89BF9245E0EA0366F6C29E3F0ED4C9A4AD8122A9E0A68574F8ED3FDEA3C93B31","2026-07-22T10:46:07.9673857-05:00"
"governance\VERSION_POLICY.md","VERSION_POLICY.md",".md","0","governance","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","2026-07-18T03:51:47.2224085-05:00"
"governance\versioning\RELEASE_MANAGEMENT_MODEL.md","RELEASE_MANAGEMENT_MODEL.md",".md","854","governance\versioning","76E75921844C9BA381F8CDEE24E6816F0BB12D90FB9FAD5D3AA8990E912E0AE0","2026-07-18T06:44:24.6722548-05:00"
"governance\versioning\VERSION_CONTROL_POLICY.md","VERSION_CONTROL_POLICY.md",".md","903","governance\versioning","64E508CF6D1D8D91497C85CA7270C9D7EFA4F2778B0CFB8F3A53CD2C4D7A5780","2026-07-18T06:44:24.7100637-05:00"
"governance\VERSIONING_POLICY.md","VERSIONING_POLICY.md",".md","2049","governance","DD4B4C5FC140920E3E1A1395DB1F3F782E42004CD563AABCDB5DB5196DCCE735","2026-07-17T20:09:06.6792880-05:00"
"maintenance\VERSION_MANAGEMENT_MODEL.md","VERSION_MANAGEMENT_MODEL.md",".md","803","maintenance","36AEB3B98DE1ED5F6B2F01A343402C8185F4DB72501146DDCF5D1FD9D179F15C","2026-07-18T03:17:29.3789348-05:00"
"master-validation\master-release\ECOSYSTEM_RELEASE_LINEAGE.md","ECOSYSTEM_RELEASE_LINEAGE.md",".md","711","master-validation\master-release","8FF827D7D97BAECACC97EF14FE36C5F5F3DEB1027361260191CEF90A1086A9C2","2026-07-18T11:12:07.1752337-05:00"
"ontology\CHANGELOG.md","CHANGELOG.md",".md","1689","ontology","B7C5F4A7368C3C4FD0EC9D693103F536EABBD70CE29CB529D2DE3D7C3D5E63F9","2026-07-17T20:33:37.1478380-05:00"
"ontology\README.md","README.md",".md","1593","ontology","26BDA7EA531213761684D099900870151B8D2168FF4AD8AE223CDEBACD2FE841","2026-07-17T20:30:33.6341179-05:00"
"operational-evolution\v1-1-architecture-queue\VERSION_1_1_ARCHITECTURE_QUEUE.md","VERSION_1_1_ARCHITECTURE_QUEUE.md",".md","771","operational-evolution\v1-1-architecture-queue","0FF08E0E90301FEBFE3D86BC640C9C4385EF3E56E7D9DDB9A92ECADF3513233E","2026-07-18T11:23:57.2067366-05:00"
"operations\release-operations\RELEASE_ARCHIVE_MODEL.md","RELEASE_ARCHIVE_MODEL.md",".md","796","operations\release-operations","AFD9316172DE2F0B89A6DA7F045DB4DB3C538C1AF536BC80A407E02A066CA768","2026-07-18T06:50:24.4469134-05:00"
"operations\release-operations\RELEASE_EXECUTION_MODEL.md","RELEASE_EXECUTION_MODEL.md",".md","1002","operations\release-operations","01F3DCA357AD76681B95F232A8704D43DF62BFD0695AD24E3BB3E8F89EC84EF4","2026-07-18T06:50:24.4129291-05:00"
"operations\release-operations\RELEASE_VALIDATION_MODEL.md","RELEASE_VALIDATION_MODEL.md",".md","929","operations\release-operations","4B3E1CFF43B0DFE37AD80A7BDDA429D1BCC148D51788740C3207B2A9A294AE34","2026-07-18T06:50:24.4368823-05:00"
"orynth-reference-architecture\enterprise-evaluation\governance\RELEASE_HISTORY_DASHBOARD.csv","RELEASE_HISTORY_DASHBOARD.csv",".csv","116","orynth-reference-architecture\enterprise-evaluation\governance","0616E6A6594FA0D2CA7C6FB5B34325C240756B2F87E3FC870BDA2BC7E013DE19","2026-07-18T01:49:58.0740883-05:00"
"orynth-reference-architecture\enterprise-evaluation\STANDARD_REFERENCE_STATE_PUBLICATION.csv","STANDARD_REFERENCE_STATE_PUBLICATION.csv",".csv","310","orynth-reference-architecture\enterprise-evaluation","32C22B5106CB9D6671B41FBC197B036E15747CBFA01FC54453EB06AB2AFD1F15","2026-07-18T01:49:58.0401516-05:00"
"orynth-reference-architecture\LICENSE","LICENSE","","4127","orynth-reference-architecture","10AA0844127D19D1D0836CF6045D24D38458DD6443BBED0FDC30E4DC5C5BE1E8","2026-07-18T01:49:58.0345095-05:00"
"orynth-reference-architecture\MODEL_1_PUBLIC_RELEASE_RECORD.csv","MODEL_1_PUBLIC_RELEASE_RECORD.csv",".csv","306","orynth-reference-architecture","3F5750558C257B5DF9567E4EC3C70CD9B316951490ECC944C8AD25796D1B4208","2026-07-18T01:49:58.0345095-05:00"
"orynth-reference-architecture\ORYNTH_PUBLICATION_PACKAGE.zip","ORYNTH_PUBLICATION_PACKAGE.zip",".zip","13963","orynth-reference-architecture","9D45051A6DBD4E395C76BB48B3539770D55A9B6EA78E7743D157B4AD4B507CAA","2026-07-18T01:49:58.0355089-05:00"
"orynth-reference-architecture\papers\PUBLICATION_INDEX.csv","PUBLICATION_INDEX.csv",".csv","311","orynth-reference-architecture\papers","D593B6C862D75C37B2448A51553EC67B24E1E68A92AAC161CBD9895B6A47D9E1","2026-07-18T01:49:58.0892796-05:00"
"orynth-reference-architecture\papers\publication-package\CITATION_INTEGRATION_RECORD.md","CITATION_INTEGRATION_RECORD.md",".md","1914","orynth-reference-architecture\papers\publication-package","79B254671908B435615A63EA411031EC1ABBD3FBE4CF4DF92AFE80A17660DE0E","2026-07-18T01:49:58.0902799-05:00"
"orynth-reference-architecture\papers\publication-package\FINAL_PUBLICATION_RECORD.md","FINAL_PUBLICATION_RECORD.md",".md","1561","orynth-reference-architecture\papers\publication-package","3AD2831BD77A334BBA93AC24AE760BCE43151C2F68C65C813BEB5A960B467A0D","2026-07-18T01:49:58.0912810-05:00"
"orynth-reference-architecture\papers\publication-package\PUBLICATION_ARTIFACT_REGISTRY.csv","PUBLICATION_ARTIFACT_REGISTRY.csv",".csv","790","orynth-reference-architecture\papers\publication-package","E0E93CB79B1088E62D5918D5EF8E4DA7B0F65196BD7711CAE6A9A6436CE71436","2026-07-18T01:49:58.0942795-05:00"
"orynth-reference-architecture\papers\publication-package\PUBLICATION_DRAFT.md","PUBLICATION_DRAFT.md",".md","4632","orynth-reference-architecture\papers\publication-package","B28941E98E9323F795EE16C35D50688D1B33CA02FD26A5F0CB23FEFAD689A010","2026-07-18T01:49:58.0942795-05:00"
"orynth-reference-architecture\papers\publication-package\PUBLICATION_EXPORT_RECORD.md","PUBLICATION_EXPORT_RECORD.md",".md","2248","orynth-reference-architecture\papers\publication-package","DE05D6583DC2DC9CCCECEC2D57B3BC9A0095639F3CFAE5055F1237DC0D15DA17","2026-07-18T01:49:58.0942795-05:00"
"orynth-reference-architecture\papers\publication-package\PUBLICATION_FORMAT_SPECIFICATION.md","PUBLICATION_FORMAT_SPECIFICATION.md",".md","3384","orynth-reference-architecture\papers\publication-package","449D6CF6741FDEFCB230B7B1A1A25B681C31D1B7E679C5E5CAB5704037DB7626","2026-07-18T01:49:58.0952793-05:00"
"orynth-reference-architecture\papers\publication-package\PUBLICATION_METADATA.md","PUBLICATION_METADATA.md",".md","2856","orynth-reference-architecture\papers\publication-package","1EF5F783EFF9F0526417156F2D3DDB6B96FAC9235AAF731BD8A4399B0D8DF11C","2026-07-18T01:49:58.0952793-05:00"
"orynth-reference-architecture\README.md","README.md",".md","2274","orynth-reference-architecture","4A5F8E8B8D9A8389F81D212276FA6D1600FA350AC7A2183966DB727732A1199B","2026-07-18T01:49:58.0366065-05:00"
"orynth-reference-architecture\release\PUBLIC_RELEASE_MANIFEST.csv","PUBLIC_RELEASE_MANIFEST.csv",".csv","355","orynth-reference-architecture\release","FBDB298B05C707F3BAC5ECD5E81B21333B33C4DC485985D3B2EF2E3C055FA6DF","2026-07-18T01:49:58.1012799-05:00"
"orynth-reference-architecture\release\RELEASE_READINESS_RECORD.csv","RELEASE_READINESS_RECORD.csv",".csv","268","orynth-reference-architecture\release","AD60A38C515E13089471F28427F91A0F4105EF3C4F7A871BA046E8774AEAC33E","2026-07-18T01:49:58.1012799-05:00"
"orynth-reference-architecture\RELEASE_NOTES.md","RELEASE_NOTES.md",".md","670","orynth-reference-architecture","E6506B89279D1D9D380706766C3F51FCDD5F0448705E51862177EB8A505461C9","2026-07-18T01:49:58.0366065-05:00"
"orynth-reference-architecture\VERSION.csv","VERSION.csv",".csv","170","orynth-reference-architecture","073BC2A14BAF447330AC47D8C7A20304459F765CE3787C93A9FD90D01A2834CC","2026-07-18T01:49:58.0375173-05:00"
"phase-ii\documentation\CHANGELOG.md","CHANGELOG.md",".md","525","phase-ii\documentation","9BB4BEFB4CB71842CE80B04458F92AFFC433DE31AF12AB7E6261447892463D35","2026-07-18T01:15:15.8055336-05:00"
"phase-ii\release\RELEASE_READINESS_MODEL.md","RELEASE_READINESS_MODEL.md",".md","723","phase-ii\release","36454E4C459B5487B4E9BCE01F04C50F221E131A2B887D0CBEB43DF2C0E6EC55","2026-07-18T02:26:39.4568918-05:00"
"phase-ii\release\VERSIONING_STRATEGY.md","VERSIONING_STRATEGY.md",".md","688","phase-ii\release","F92673C9E32A40EEA2107E3ACE67BE94A8DE10E0240F9F0E2DA736374C4BDF50","2026-07-18T02:26:39.4529122-05:00"
"post-release\evolution-planning\VERSION_1_1_PLANNING_RECORD.md","VERSION_1_1_PLANNING_RECORD.md",".md","805","post-release\evolution-planning","507760BBD66CEB8B7E20C2CB9732F07C178526F52186A617B0D4A4623E235B85","2026-07-18T11:20:07.7438113-05:00"
"post-release\final-consolidation\POST_RELEASE_COMPLETION_RECORD.md","POST_RELEASE_COMPLETION_RECORD.md",".md","803","post-release\final-consolidation","3BDD845C9081AB6223DED7AEF0C8029C4D7E28DB801F00A54D51F15E5273E7E1","2026-07-18T11:20:37.5085663-05:00"
"post-release\release-verification\RELEASE_VERIFICATION_REPORT.md","RELEASE_VERIFICATION_REPORT.md",".md","757","post-release\release-verification","0FFC5DAB3FEFD398BFDDEE7D77D4E2523326BF5706A0CF57200A9151538F135A","2026-07-18T11:18:59.7781819-05:00"
"post-release-governance\final-consolidation\COMPLETE_POST_RELEASE_GOVERNANCE_STATE.md","COMPLETE_POST_RELEASE_GOVERNANCE_STATE.md",".md","865","post-release-governance\final-consolidation","1BCA9AFB37D65421B876A8AE78CAD55BA0C7DFAB021CBC5D09731A263051519D","2026-07-19T16:26:28.4934885-05:00"
"post-release-governance\final-consolidation\POST_RELEASE_GOVERNANCE_COMPLETION_RECORD.md","POST_RELEASE_GOVERNANCE_COMPLETION_RECORD.md",".md","913","post-release-governance\final-consolidation","80F29CBF2F2FB7BEF148B52084A6C5989FAAFA7D22F8351DF3ABFA35F43382DC","2026-07-19T16:26:28.4761780-05:00"
"post-release-governance\final-consolidation\POST_RELEASE_GOVERNANCE_VALIDATION_REPORT.md","POST_RELEASE_GOVERNANCE_VALIDATION_REPORT.md",".md","927","post-release-governance\final-consolidation","C1B4495493603AD3E3B7E61E7770D697334E26A36A2EBCB76AAEE149FEE53C2B","2026-07-19T16:26:28.4895111-05:00"
"post-release-governance\future-architecture-releases\FUTURE_ARCHITECTURE_RELEASES.md","FUTURE_ARCHITECTURE_RELEASES.md",".md","968","post-release-governance\future-architecture-releases","1CED8A4B59472EAC3ACF1ABB39D0848099D5E72C5B268D0E7ECE277570C4480F","2026-07-19T16:25:51.6967850-05:00"
