"TheoremID","TrialName","RecordType","SourceFile","SourceLine","Sequence","FieldOrRule","Classification","CurrentStatus"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","CSV_SCHEMA","TRIAL_CASES.csv","1","3","FrameworkID","SCHEMA_COLUMN","SCHEMA_PRESENT"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","CSV_SCHEMA","TRIAL_CASES.csv","1","4","GoverningVersion","SCHEMA_COLUMN","SCHEMA_PRESENT"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","CSV_SCHEMA","TRIAL_CASES.csv","1","5","MaterialPropertyCount","SCHEMA_COLUMN","SCHEMA_PRESENT"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","CSV_SCHEMA","TRIAL_CASES.csv","1","6","CanonicalSource","SCHEMA_COLUMN","SCHEMA_PRESENT"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","CSV_SCHEMA","TRIAL_CASES.csv","1","7","DependencyIDs","SCHEMA_COLUMN","SCHEMA_PRESENT"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","CSV_SCHEMA","TRIAL_CASES.csv","1","8","AuthoritySource","SCHEMA_COLUMN","SCHEMA_PRESENT"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","CSV_SCHEMA","TRIAL_CASES.csv","1","9","UncertaintyState","SCHEMA_COLUMN","SCHEMA_PRESENT"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","CSV_SCHEMA","TRIAL_CASES.csv","1","10","CaseStatus","SCHEMA_COLUMN","SCHEMA_PRESENT"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DATA_DICTIONARY.md","11","77","| GovernedObjectID | Canonical identifier of the object under assessment. |","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DATA_DICTIONARY.md","26","78","| ObserverID | Registered observer identifier. |","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DATA_DICTIONARY.md","29","79","| ObserverClass | Declared observer class. |","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DATA_DICTIONARY.md","32","80","| ResponseText | Observer reconstruction. |","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DATA_DICTIONARY.md","33","81","| SourceReferences | Sources cited by the observer. |","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DATA_DICTIONARY.md","34","82","| DeclaredUncertainty | Uncertainty explicitly retained by the observer. |","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DATA_DICTIONARY.md","41","83","| AssessmentID | Stable assessment identifier. |","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DATA_DICTIONARY.md","47","84","| AssessmentResult | PRESERVED, DIVERGENT, INSUFFICIENT_EVIDENCE, DISPUTED, or NOT_APPLICABLE. |","DISPOSITION","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DATA_DICTIONARY.md","49","85","| EvidenceReference | Evidence supporting the judgment. |","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DATA_DICTIONARY.md","50","86","| Rationale | Assessment rationale. |","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DATA_DICTIONARY.md","51","87","| AdjudicationStatus | NOT_REQUIRED, OPEN, RESOLVED, or UNRESOLVED. |","OPERATIONAL","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DATA_DICTIONARY.md","52","88","| FinalResult | Final preserved assessment result. |","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","11","1","This trial evaluates whether governed initiation reduces material semantic divergence compared with unrestricted observer entry.","MEASUREMENT","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","15","2","For any governed ecosystem whose identity depends upon preservation of material distinctions, unrestricted observer interpretation creates a nonzero probability of semantic drift.","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","25","3","when observer interpretation may materially affect representation or action.","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","29","4","Observers exposed to the Morning Star governed-initiation condition will demonstrate lower material semantic divergence than observers receiving unrestricted access to equivalent source material.","MEASUREMENT","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","33","5","There will be no reproducible difference in material semantic divergence between governed-initiation and unrestricted-entry observers.","MEASUREMENT","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","39","6","Observers receive:","OPERATIONAL","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","46","7","- observer-role constraints;","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","52","8","Observers receive the same canonical source materials without the governed-initiation sequence or participation constraints.","OPERATIONAL","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","83","9","The following shall remain equivalent across conditions:","NORMATIVE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","89","10","- assessment criteria;","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","91","11","- evidence requirements;","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","97","12","Observers shall be eligible only when:","NORMATIVE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","99","13","1. observer identity is recorded;","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","105","14","7. the observer has not previously completed the same case set.","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","109","15","Each trial case shall include:","NORMATIVE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","118","16","- traceable source evidence;","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","126","17","MaterialSemanticDivergenceRate","OPERATIONAL","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","128","18","\frac{MaterialDivergences}{MaterialPropertiesAssessed}","OPERATIONAL","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","135","19","- non-compensable failure rate;","OPERATIONAL","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","139","20","- traceability failure rate;","OPERATIONAL","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","147","21","1. the governed-initiation condition produces a lower material divergence rate;","MEASUREMENT","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","148","22","2. the reduction is reproducible across cases;","REPRODUCIBILITY","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","149","23","3. no equivalent increase occurs in another non-compensable failure class;","OPERATIONAL","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","150","24","4. assessors can reproduce material-property judgments;","REPRODUCIBILITY","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","155","25","MS-T1 is falsified within the tested scope when:","DISPOSITION","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","157","26","- unrestricted entry produces an equivalent or lower material divergence rate;","MEASUREMENT","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","158","27","- the result is reproduced across the declared case set;","REPRODUCIBILITY","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","164","28","The result remains inconclusive when:","DISPOSITION","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","167","29","- assessor agreement is inadequate;","MEASUREMENT","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","168","30","- observer groups are not comparable;","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","171","31","- evidence is incomplete;","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","172","32","- the measured effect is not reproducible.","REPRODUCIBILITY","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","176","33","The following properties shall not be averaged away:","NORMATIVE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","201","34","1. Conditions shall use equivalent canonical source material.","NORMATIVE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","202","35","2. Observer condition shall be recorded before response collection.","NORMATIVE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","203","36","3. Scoring criteria shall be established before analysis.","NORMATIVE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","204","37","4. Raw responses shall not be overwritten.","NORMATIVE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","205","38","5. Assessor judgments shall remain traceable.","NORMATIVE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","206","39","6. Missing evidence shall remain missing.","NORMATIVE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","207","40","7. Uncertainty shall not be resolved by assumption.","NORMATIVE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","208","41","8. Non-compensable failures shall remain individually visible.","NORMATIVE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","209","42","9. The theorem shall not be supported solely by directional difference.","NORMATIVE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","DESIGN.md","210","43","10. The trial result shall not exceed its tested scope.","NORMATIVE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","LIMITATIONS.md","6","93","The trial shall evaluate and report:","NORMATIVE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","LIMITATIONS.md","8","94","- observer-selection effects;","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","LIMITATIONS.md","21","95","Limitations shall not be used to erase admissible results, but they shall constrain the scope of any theorem disposition.","NORMATIVE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","PROCEDURE.md","22","44","For each observer:","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","PROCEDURE.md","24","45","1. assign an observer identifier;","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","PROCEDURE.md","25","46","2. record observer class;","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","PROCEDURE.md","30","47","7. preserve required consent or authorization evidence;","NORMATIVE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","PROCEDURE.md","39","48","1. observer orientation;","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","PROCEDURE.md","60","49","Each observer shall:","NORMATIVE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","PROCEDURE.md","68","50","7. cite source evidence;","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","PROCEDURE.md","75","51","Each response shall be evaluated property by property.","NORMATIVE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","PROCEDURE.md","77","52","Assessment values are:","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","PROCEDURE.md","81","53","- INSUFFICIENT_EVIDENCE;","OPERATIONAL","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","PROCEDURE.md","82","54","- DISPUTED;","DISPOSITION","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","PROCEDURE.md","85","55","Assessors shall not infer preservation from fluency or confidence.","NORMATIVE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","PROCEDURE.md","91","56","1. preserve both original assessments;","OPERATIONAL","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","PROCEDURE.md","92","57","2. identify the disputed property;","DISPOSITION","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","PROCEDURE.md","96","58","6. retain the disagreement history.","OPERATIONAL","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","PROCEDURE.md","100","59","Calculate by condition:","MEASUREMENT","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","PROCEDURE.md","105","60","- non-compensable failures;","OPERATIONAL","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","PROCEDURE.md","106","61","- semantic divergence rate;","MEASUREMENT","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","PROCEDURE.md","110","62","- traceability failure rate;","OPERATIONAL","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","PROCEDURE.md","117","63","- all required responses are recorded;","NORMATIVE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","PROCEDURE.md","118","64","- all assessments are complete;","OPERATIONAL","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","PROCEDURE.md","121","65","- analysis is reproducible;","REPRODUCIBILITY","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","PROCEDURE.md","124","66","- raw evidence remains preserved.","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","REPRODUCIBILITY.md","6","89","A reproduction package shall include:","NORMATIVE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","REPRODUCIBILITY.md","17","90","10. de-identified observer responses where permissible;","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","REPRODUCIBILITY.md","18","91","11. semantic assessments;","OPERATIONAL","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","REPRODUCIBILITY.md","24","92","A result is reproducible only when an independent evaluator can reconstruct the reported measurements from preserved evidence.","REPRODUCIBILITY","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","SCORING_MODEL.md","15","67","\bot, & INSUFFICIENT\_EVIDENCE \\","OPERATIONAL","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","SCORING_MODEL.md","16","68","\delta, & DISPUTED","DISPOSITION","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","SCORING_MODEL.md","32","69","Insufficient and disputed assessments shall be reported separately and shall not be silently included as preserved.","NORMATIVE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","SCORING_MODEL.md","63","70","- material divergence rate;","MEASUREMENT","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","SCORING_MODEL.md","64","71","- non-compensable failure rate;","OPERATIONAL","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","SCORING_MODEL.md","65","72","- insufficient-evidence rate;","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","SCORING_MODEL.md","66","73","- disputed-assessment rate;","DISPOSITION","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","SCORING_MODEL.md","67","74","- observer completion rate;","EVIDENCE","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","SCORING_MODEL.md","68","75","- assessor agreement;","MEASUREMENT","NOT_IMPLEMENTED"
"MS-T1","MS-T1_GOVERNED_INITIATION_TRIAL","EXECUTION_RULE","SCORING_MODEL.md","75","76","No aggregate score may conceal a divergent non-compensable property.","MEASUREMENT","NOT_IMPLEMENTED"
"MS-T2","MS-T2_DEPENDENCY_PROPAGATION_TRIAL","CSV_SCHEMA","DEPENDENCY_CHAINS.csv","1","1","ChainID","SCHEMA_COLUMN","SCHEMA_PRESENT"
"MS-T2","MS-T2_DEPENDENCY_PROPAGATION_TRIAL","CSV_SCHEMA","DEPENDENCY_CHAINS.csv","1","2","ChainName","SCHEMA_COLUMN","SCHEMA_PRESENT"
"MS-T2","MS-T2_DEPENDENCY_PROPAGATION_TRIAL","CSV_SCHEMA","DEPENDENCY_CHAINS.csv","1","3","GoverningVersion","SCHEMA_COLUMN","SCHEMA_PRESENT"
"MS-T2","MS-T2_DEPENDENCY_PROPAGATION_TRIAL","CSV_SCHEMA","DEPENDENCY_CHAINS.csv","1","4","RootObjectID","SCHEMA_COLUMN","SCHEMA_PRESENT"
"MS-T2","MS-T2_DEPENDENCY_PROPAGATION_TRIAL","CSV_SCHEMA","DEPENDENCY_CHAINS.csv","1","5","TerminalObjectID","SCHEMA_COLUMN","SCHEMA_PRESENT"
"MS-T2","MS-T2_DEPENDENCY_PROPAGATION_TRIAL","CSV_SCHEMA","DEPENDENCY_CHAINS.csv","1","6","DependencyDepth","SCHEMA_COLUMN","SCHEMA_PRESENT"
"MS-T2","MS-T2_DEPENDENCY_PROPAGATION_TRIAL","CSV_SCHEMA","DEPENDENCY_CHAINS.csv","1","7","CorrectionAvailability","SCHEMA_COLUMN","SCHEMA_PRESENT"
"MS-T2","MS-T2_DEPENDENCY_PROPAGATION_TRIAL","CSV_SCHEMA","DEPENDENCY_CHAINS.csv","1","8","CanonicalSource","SCHEMA_COLUMN","SCHEMA_PRESENT"
"MS-T2","MS-T2_DEPENDENCY_PROPAGATION_TRIAL","CSV_SCHEMA","DEPENDENCY_CHAINS.csv","1","9","ChainStatus","SCHEMA_COLUMN","SCHEMA_PRESENT"
"MS-T2","MS-T2_DEPENDENCY_PROPAGATION_TRIAL","CSV_SCHEMA","DOWNSTREAM_ASSESSMENTS.csv","1","1","AssessmentID","SCHEMA_COLUMN","SCHEMA_PRESENT"
"MS-T2","MS-T2_DEPENDENCY_PROPAGATION_TRIAL","CSV_SCHEMA","DOWNSTREAM_ASSESSMENTS.csv","1","2","CaseID","SCHEMA_COLUMN","SCHEMA_PRESENT"
"MS-T2","MS-T2_DEPENDENCY_PROPAGATION_TRIAL","CSV_SCHEMA","DOWNSTREAM_ASSESSMENTS.csv","1","3","ObjectID","SCHEMA_COLUMN","SCHEMA_PRESENT"
