"TheoremID","FileName","CollectionClass","Sequence","FieldName","IdentityField","EntryAuthority","Instruction","Required"
"MS-T2","DOWNSTREAM_ASSESSMENTS.csv","DOWNSTREAM_ASSESSMENT","7","Materiality","False","GOVERNED_ASSESSOR_JUDGMENT","Assess the downstream effect against the declared dependency and propagation criteria.","True"
"MS-T2","DOWNSTREAM_ASSESSMENTS.csv","DOWNSTREAM_ASSESSMENT","8","Compensability","False","GOVERNED_ASSESSOR_JUDGMENT","Assess the downstream effect against the declared dependency and propagation criteria.","True"
"MS-T2","DOWNSTREAM_ASSESSMENTS.csv","DOWNSTREAM_ASSESSMENT","9","EvidenceReference","False","GOVERNED_ASSESSOR_JUDGMENT","Provide a traceable reference to the supporting controlled source or observation.","True"
"MS-T2","DOWNSTREAM_ASSESSMENTS.csv","DOWNSTREAM_ASSESSMENT","10","Rationale","False","GOVERNED_ASSESSOR_JUDGMENT","State the evidence-based rationale. Preserve uncertainty and contradictory observations.","True"
"MS-T2","DOWNSTREAM_ASSESSMENTS.csv","DOWNSTREAM_ASSESSMENT","11","FinalResult","False","GOVERNED_ASSESSOR_JUDGMENT","Use only an authorized value defined by the trial procedure or data dictionary.","True"
"MS-T2","DOWNSTREAM_ASSESSMENTS.csv","DOWNSTREAM_ASSESSMENT","12","AdjudicationStatus","False","GOVERNED_ASSESSOR_JUDGMENT","Use only an authorized value defined by the trial procedure or data dictionary.","True"
"MS-T2","PROPAGATION_EVENTS.csv","DIRECT_OBSERVATION","1","EventID","False","CONTROLLED_ID_ASSIGNMENT","Assign a unique stable identifier. Do not reuse an existing identity.","True"
"MS-T2","PROPAGATION_EVENTS.csv","DIRECT_OBSERVATION","2","CaseID","True","CONTROLLED_ID_ASSIGNMENT","Assign a unique stable identifier. Do not reuse an existing identity.","True"
"MS-T2","PROPAGATION_EVENTS.csv","DIRECT_OBSERVATION","3","SourceObjectID","False","CONTROLLED_ID_ASSIGNMENT","Assign a unique stable identifier. Do not reuse an existing identity.","True"
"MS-T2","PROPAGATION_EVENTS.csv","DIRECT_OBSERVATION","4","TargetObjectID","False","CONTROLLED_ID_ASSIGNMENT","Assign a unique stable identifier. Do not reuse an existing identity.","True"
"MS-T2","PROPAGATION_EVENTS.csv","DIRECT_OBSERVATION","5","DependencyEdgeID","False","CONTROLLED_ID_ASSIGNMENT","Assign a unique stable identifier. Do not reuse an existing identity.","True"
"MS-T2","PROPAGATION_EVENTS.csv","DIRECT_OBSERVATION","6","PropertyClass","False","OBSERVED_EXECUTION_ONLY","Enter only what was directly observed during controlled execution. Do not infer missing facts.","True"
"MS-T2","PROPAGATION_EVENTS.csv","DIRECT_OBSERVATION","7","PropagationLevel","False","OBSERVED_EXECUTION_ONLY","Enter only what was directly observed during controlled execution. Do not infer missing facts.","True"
"MS-T2","PROPAGATION_EVENTS.csv","DIRECT_OBSERVATION","8","EventClass","False","OBSERVED_EXECUTION_ONLY","Enter only what was directly observed during controlled execution. Do not infer missing facts.","True"
"MS-T2","PROPAGATION_EVENTS.csv","DIRECT_OBSERVATION","9","EvidenceReference","False","OBSERVED_EXECUTION_ONLY","Provide a traceable reference to the supporting controlled source or observation.","True"
"MS-T2","PROPAGATION_EVENTS.csv","DIRECT_OBSERVATION","10","DetectedAt","False","OBSERVED_EXECUTION_ONLY","Enter only what was directly observed during controlled execution. Do not infer missing facts.","True"
"MS-T2","PROPAGATION_EVENTS.csv","DIRECT_OBSERVATION","11","DetectionMethod","False","OBSERVED_EXECUTION_ONLY","Enter only what was directly observed during controlled execution. Do not infer missing facts.","True"
"MS-T2","PROPAGATION_EVENTS.csv","DIRECT_OBSERVATION","12","EventStatus","False","OBSERVED_EXECUTION_ONLY","Use only an authorized value defined by the trial procedure or data dictionary.","True"
"MS-T2","TRIAL_CASES.csv","CASE_DEFINITION","1","CaseID","True","CONTROLLED_ID_ASSIGNMENT","Assign a unique stable identifier. Do not reuse an existing identity.","True"
"MS-T2","TRIAL_CASES.csv","CASE_DEFINITION","2","ChainID","False","CONTROLLED_ID_ASSIGNMENT","Assign a unique stable identifier. Do not reuse an existing identity.","True"
"MS-T2","TRIAL_CASES.csv","CASE_DEFINITION","3","Condition","False","GOVERNED_CASE_DESIGN","Complete from the governed trial design before execution begins.","True"
"MS-T2","TRIAL_CASES.csv","CASE_DEFINITION","4","SeedObjectID","False","CONTROLLED_ID_ASSIGNMENT","Assign a unique stable identifier. Do not reuse an existing identity.","True"
"MS-T2","TRIAL_CASES.csv","CASE_DEFINITION","5","DivergenceClass","False","GOVERNED_CASE_DESIGN","Complete from the governed trial design before execution begins.","True"
"MS-T2","TRIAL_CASES.csv","CASE_DEFINITION","6","OriginalValue","False","GOVERNED_CASE_DESIGN","Complete from the governed trial design before execution begins.","True"
"MS-T2","TRIAL_CASES.csv","CASE_DEFINITION","7","SeededValue","False","GOVERNED_CASE_DESIGN","Complete from the governed trial design before execution begins.","True"
"MS-T2","TRIAL_CASES.csv","CASE_DEFINITION","8","SeedPropertyClass","False","GOVERNED_CASE_DESIGN","Complete from the governed trial design before execution begins.","True"
"MS-T2","TRIAL_CASES.csv","CASE_DEFINITION","9","CorrectionEnabled","False","GOVERNED_CASE_DESIGN","Complete from the governed trial design before execution begins.","True"
"MS-T2","TRIAL_CASES.csv","CASE_DEFINITION","10","CaseStatus","False","GOVERNED_CASE_DESIGN","Use only an authorized value defined by the trial procedure or data dictionary.","True"
