"RelativePath","CommandName","CommandType","HasArgumentParsing","HasExplicitExitBehavior","HasErrorBoundary"
"runtime\src\morning_star\engines\runtime.py","execute_transition","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\engines\runtime.py","persist_records","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\engines\transitions.py","__post_init__","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\engines\transitions.py","_get_rule","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\engines\transitions.py","evaluate","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\engines\transitions.py","execute","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\engines\validation.py","_finding","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\engines\validation.py","_result","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\engines\validation.py","_role_level","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\engines\validation.py","validate_canonical_object","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\engines\validation.py","validate_interpretation","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\engines\validation.py","validate_participation","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\canonical.py","__post_init__","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\canonical.py","__post_init__","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\canonical.py","__post_init__","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\canonical.py","__post_init__","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\canonical.py","__post_init__","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\canonical.py","__post_init__","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\canonical.py","__post_init__","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\canonical.py","__post_init__","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\canonical.py","__post_init__","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\canonical.py","__post_init__","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\canonical.py","require_text","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\canonical.py","utc_now","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\envelopes.py","__post_init__","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\envelopes.py","append","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\envelopes.py","canonical_bytes","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\envelopes.py","envelope_hash","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\envelopes.py","from_object","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\envelopes.py","head_hash","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\envelopes.py","verify","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\envelopes.py","verify_payload","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\failures.py","__post_init__","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\models\failures.py","failure_from_code","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\models\reconstruction.py","_datetime","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\models\reconstruction.py","_enum","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\models\reconstruction.py","_optional_uuid","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\models\reconstruction.py","_tuple_of_text","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\models\reconstruction.py","_tuple_of_uuid","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\models\reconstruction.py","_uuid","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\models\reconstruction.py","reconstruct_actor","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\models\reconstruction.py","reconstruct_authority","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\models\reconstruction.py","reconstruct_canonical_object","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\models\reconstruction.py","reconstruct_dependency","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\models\reconstruction.py","reconstruct_evidence","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\models\reconstruction.py","reconstruct_interpretation","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\models\reconstruction.py","reconstruct_participation","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\models\reconstruction.py","reconstruct_provenance","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\models\reconstruction.py","reconstruct_runtime_object","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\models\reconstruction.py","reconstruct_trace","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\models\reconstruction.py","reconstruct_uncertainty","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\models\serialization.py","_canonicalize","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\serialization.py","canonical_bytes","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\serialization.py","canonical_dict","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\serialization.py","canonical_json","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\serialization.py","canonical_sha256","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\serialization.py","verify_canonical_hash","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\snapshot.py","__post_init__","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\snapshot.py","verify","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\snapshot.py","write","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\models\transitions.py","__post_init__","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\registries\memory.py","__len__","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\memory.py","add","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\memory.py","contains","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\memory.py","extend","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\memory.py","get","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\memory.py","replace","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\memory.py","values","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\persistent.py","__len__","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\persistent.py","__post_init__","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\persistent.py","_path","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\persistent.py","list_ids","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\persistent.py","load","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\persistent.py","reconstruct","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\persistent.py","save","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\persistent.py","verify_all","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\persistent_trace.py","__len__","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\persistent_trace.py","_load_raw","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\persistent_trace.py","append","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\persistent_trace.py","head_hash","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\persistent_trace.py","load_envelopes","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\persistent_trace.py","traces","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\persistent_trace.py","verify","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\repository.py","__post_init__","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\repository.py","counts","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\repository.py","hashes","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\repository.py","list_ids","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\repository.py","load","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\repository.py","reconstruct","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\repository.py","registry","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\repository.py","save","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\repository.py","verify_all","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\trace_ledger.py","__len__","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\registries\trace_ledger.py","append","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\registries\trace_ledger.py","verify","FUNCTION_ENTRY","False","False","False"
"runtime\src\morning_star\registries\transaction.py","commit","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\transaction.py","committed","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\transaction.py","stage","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\registries\transaction.py","staged_count","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\storage\atomic.py","atomic_write_bytes","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\storage\atomic.py","atomic_write_canonical_json","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\storage\atomic.py","read_bytes","FUNCTION_ENTRY","False","False","True"
"runtime\src\morning_star\storage\atomic.py","verify_file_hash","FUNCTION_ENTRY","False","False","True"
"runtime\tests\scenarios\test_entry_conformance.py","test_complete_entry_to_participation_flow","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_atomic_storage.py","test_atomic_canonical_json_is_deterministic","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_atomic_storage.py","test_atomic_write_bytes","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_atomic_storage.py","test_atomic_write_creates_parent_directory","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_atomic_storage.py","test_atomic_write_replaces_existing_file","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_atomic_storage.py","test_verify_file_hash","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_cli.py","build_cli_configuration","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_cli.py","test_cli_invalid_configuration_returns_two","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_cli.py","test_cli_snapshot","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_cli.py","test_cli_validate","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_cli.py","test_cli_verify","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_configuration.py","build_configuration","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_configuration.py","test_configuration_detects_missing_sources","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_configuration.py","test_configuration_loads_relative_paths","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_configuration.py","test_configuration_rejects_missing_fields","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_configuration.py","test_configuration_rejects_non_object_root","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_configuration.py","test_configuration_verifies_required_sources","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_coverage_matrix.py","test_coverage_matrix_is_complete","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_dependencies.py","test_dependency_cycle_is_detected","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_dependencies.py","test_dependency_graph_orders_objects","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_dependencies.py","test_missing_dependency_target_fails","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_dependencies.py","test_unsatisfied_dependency_fails","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_envelopes.py","test_chain_accepts_correct_linkage","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_envelopes.py","test_chain_detects_payload_tampering","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_envelopes.py","test_chain_rejects_invalid_linkage","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_envelopes.py","test_empty_chain_has_no_head","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_envelopes.py","test_envelope_computes_payload_hash","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_envelopes.py","test_envelope_hash_is_deterministic","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_envelopes.py","test_envelope_rejects_invalid_payload_hash","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_failures.py","test_failure_catalog_codes_are_unique","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_failures.py","test_failure_catalog_has_required_domains","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_failures.py","test_failure_from_code_returns_copy","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_failures.py","test_invalid_failure_code_prefix_is_rejected","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_failures.py","test_unknown_failure_code_is_rejected","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_initiation_engine.py","build_authority","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_initiation_engine.py","build_evidence","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_initiation_engine.py","test_blocking_uncertainty_requires_remediation","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_initiation_engine.py","test_limited_role_is_admitted_with_limits","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_initiation_engine.py","test_missing_authority_denies_initiation","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_initiation_engine.py","test_unverified_evidence_requires_remediation","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_initiation_engine.py","test_valid_initiation_is_admitted","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_interpretation_engine.py","build_source","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_interpretation_engine.py","test_analogical_interpretation_is_limited","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_interpretation_engine.py","test_blocking_uncertainty_requires_reconstruction","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_interpretation_engine.py","test_canonical_interpretation_is_admitted","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_interpretation_engine.py","test_conflicting_interpretation_is_rejected","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_manifest_registry.py","build_manifest","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_manifest_registry.py","test_architecture_manifest_loads","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_manifest_registry.py","test_registry_loads_unique_identifiers","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_manifest_registry.py","test_registry_rejects_duplicate_identifiers","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_manifest_registry.py","test_registry_rejects_missing_identifier_column","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_manifest_registry.py","test_unfrozen_manifest_is_rejected","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_models.py","test_actor_identity_requires_name","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_models.py","test_authority_rejects_invalid_expiration","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_models.py","test_canonical_interpretation_constructs","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_models.py","test_canonical_object_constructs","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_models.py","test_dependency_rejects_self_reference","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_models.py","test_evidence_record_constructs","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_models.py","test_interpretation_requires_source_basis","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_models.py","test_participation_rejects_invalid_expiration","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_models.py","test_provenance_requires_source","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_models.py","test_uncertainty_record_constructs","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_navigation.py","test_admissible_interpretation_allows_progress","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_navigation.py","test_first_encounter_proceeds","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_navigation.py","test_out_of_sequence_target_is_redirected","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_navigation.py","test_unresolved_dependencies_block_navigation","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_navigation.py","test_unresolved_identity_blocks_navigation","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_persistent_registry.py","build_envelope","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_persistent_registry.py","test_registry_detects_tampered_payload","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_persistent_registry.py","test_registry_lists_identifiers","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_persistent_registry.py","test_registry_reconstructs_object","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_persistent_registry.py","test_registry_rejects_id_collision","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_persistent_registry.py","test_registry_saves_and_loads_envelope","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_persistent_trace.py","build_trace","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_persistent_trace.py","test_persistent_ledger_appends_trace","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_persistent_trace.py","test_persistent_ledger_detects_chain_tampering","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_persistent_trace.py","test_persistent_ledger_detects_payload_tampering","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_persistent_trace.py","test_persistent_ledger_recovers_chain","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_public_api.py","build_runtime","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_public_api.py","test_api_evaluates_valid_initiation","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_public_api.py","test_api_executes_transition","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_public_api.py","test_api_generates_snapshot","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_public_api.py","test_api_returns_failure_for_invalid_transition","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_public_api.py","test_api_validates_environment","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_public_api.py","test_api_verifies_empty_runtime_integrity","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_reconstruction.py","test_invalid_uuid_is_rejected","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_reconstruction.py","test_reconstruct_authority_exactly","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_reconstruction.py","test_reconstruct_canonical_object_exactly","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_reconstruction.py","test_reconstruct_provenance_exactly","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_reconstruction.py","test_reconstruct_trace_exactly","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_reconstruction.py","test_unknown_object_type_is_rejected","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_registry.py","test_registry_adds_and_reads_record","FUNCTION_ENTRY","False","False","True"
"runtime\tests\test_registry.py","test_registry_rejects_duplicate_id","FUNCTION_ENTRY","False","False","True"
"runtime\tests\test_registry.py","test_registry_rejects_unknown_replacement","FUNCTION_ENTRY","False","False","True"
"runtime\tests\test_registry.py","test_registry_replaces_existing_record","FUNCTION_ENTRY","False","False","True"
"runtime\tests\test_repository.py","test_repository_counts_records","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_repository.py","test_repository_generates_registry_hashes","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_repository.py","test_repository_reconstructs_record","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_repository.py","test_repository_rejects_unknown_object_type","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_repository.py","test_repository_saves_by_object_type","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_serialization.py","build_sample","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_serialization.py","test_canonical_bytes_are_utf8_json","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_serialization.py","test_canonical_hash_is_deterministic","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_serialization.py","test_canonical_json_is_deterministic","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_serialization.py","test_dataclass_serialization_preserves_fields","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_serialization.py","test_hash_verification_fails","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_serialization.py","test_hash_verification_passes","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_serialization.py","test_naive_datetime_is_rejected","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_serialization.py","test_nan_is_rejected","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_serialization.py","test_non_string_mapping_key_is_rejected","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_serialization.py","test_set_serialization_is_deterministic","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_snapshot.py","build_snapshot","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_snapshot.py","test_snapshot_generates_hash","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_snapshot.py","test_snapshot_rejects_invalid_architecture_hash","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_snapshot.py","test_snapshot_rejects_invalid_declared_hash","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_snapshot.py","test_snapshot_writes_canonical_json","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_trace_ledger.py","build_trace","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_trace_ledger.py","test_empty_trace_ledger_is_valid","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_trace_ledger.py","test_trace_ledger_appends_trace","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_trace_ledger.py","test_trace_ledger_builds_hash_chain","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_trace_ledger.py","test_trace_ledger_is_immutable","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_transaction.py","test_transaction_cannot_commit_twice","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_transaction.py","test_transaction_commits_multiple_records","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_transaction.py","test_transaction_rejects_duplicate_stage","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_transaction.py","test_transaction_rejects_empty_commit","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_transitions.py","test_all_canonical_transition_ids_are_unique","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_transitions.py","test_authority_required_transition_rejects_without_authority","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_transitions.py","test_evidence_required_transition_rejects_without_evidence","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_transitions.py","test_execute_raises_when_rejected","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_transitions.py","test_execute_returns_trace","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_transitions.py","test_first_encounter_transition_succeeds","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_transitions.py","test_prior_state_mismatch_rejects_transition","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_transitions.py","test_transition_registry_contains_all_rules","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_transitions.py","test_uncertainty_review_requires_authority","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_transitions.py","test_unknown_transition_is_rejected","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_validation.py","build_authority","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_validation.py","build_provenance","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_validation.py","test_admission_without_evidence_fails","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_validation.py","test_admitted_role_cannot_exceed_requested_role","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_validation.py","test_blocking_uncertainty_prevents_interpretation_admission","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_validation.py","test_canonical_interpretation_requires_authority","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_validation.py","test_missing_object_authority_blocks","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_validation.py","test_unsatisfied_dependency_blocks","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_validation.py","test_valid_canonical_object_passes","FUNCTION_ENTRY","False","False","False"
"runtime\tests\test_validation.py","test_valid_participation_admission_passes","FUNCTION_ENTRY","False","False","False"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\Run-MS-T2.py","descendants","FUNCTION_ENTRY","False","False","False"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\Run-MS-T2.py","load_csv","FUNCTION_ENTRY","False","False","False"
