"RelativePath","FullPath","FileSizeBytes","ImportStatus","ImportError","RowCount","ColumnCount","Columns","HasTheoremID","HasFieldName","HasEntryAuthority","HasSourceFile","HasCsvRow","HasRecordIdentity","HasProposedValue","HasSourceReference","HasReviewStatus","HasCaseID","HasDependencyID","HasEvidenceID","HasAssessmentID","ControlledIDRows","CaseIDRows","GovernedCaseDesignRows","GovernedDependencyRows","PendingReviewRows","ApprovedRows","BlankProposedValueRows","SHA256"
"volumes/VOLUME_I_FOUNDATION/verification/execution/MS-T1_CONTROLLED_EXECUTION/00_COLLECTION_PACKET/TRIAL_CASES.FIELD_GUIDE.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\execution\MS-T1_CONTROLLED_EXECUTION\00_COLLECTION_PACKET\TRIAL_CASES.FIELD_GUIDE.csv","1911","PASS","","10","9","TheoremID | FileName | CollectionClass | Sequence | FieldName | IdentityField | EntryAuthority | Instruction | Required","True","True","True","False","False","False","False","False","False","False","False","False","False","3","1","7","0","0","0","0","F92CA792F385A98CDA6C7DDDF836BC46E71AE585737F590F76CBC506DB360E09"
"volumes/VOLUME_I_FOUNDATION/verification/execution/MS-T2_CONTROLLED_EXECUTION/00_COLLECTION_PACKET/TRIAL_CASES.FIELD_GUIDE.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\execution\MS-T2_CONTROLLED_EXECUTION\00_COLLECTION_PACKET\TRIAL_CASES.FIELD_GUIDE.csv","1855","PASS","","10","9","TheoremID | FileName | CollectionClass | Sequence | FieldName | IdentityField | EntryAuthority | Instruction | Required","True","True","True","False","False","False","False","False","False","False","False","False","False","3","1","7","0","0","0","0","0927066CF8A7131698C90E2AF8B33B14881EB1F14DDAD4797F173413CA2D63A8"
"volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/completion_forms/MS-T1/MS-T1_OBSERVER_RESPONSES_ROW-2_UNASSIGNED-ROW-2.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\MS-T1_T2_PREEXECUTION_COMPLETION\completion_forms\MS-T1\MS-T1_OBSERVER_RESPONSES_ROW-2_UNASSIGNED-ROW-2.csv","1114","PASS","","3","15","TheoremID | SourceFile | CsvRow | RecordIdentity | FieldName | EntryAuthority | ProposedValue | SourceReference | CompletedBy | CompletedAt | ReviewStatus | Reviewer | ReviewDate | Notes | Instruction","True","True","True","True","True","True","True","True","True","False","False","False","False","3","1","0","0","1","0","2","CD641BC1C988E62E07CDD6A2E22875CBD9E9DCE7B58C6E4AA7FD263B16459DB7"
"volumes/VOLUME_I_FOUNDATION/verification/execution/MS-T1_CONTROLLED_EXECUTION/00_COLLECTION_PACKET/OBSERVER_RESPONSES.MISSING_VALUES.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\execution\MS-T1_CONTROLLED_EXECUTION\00_COLLECTION_PACKET\OBSERVER_RESPONSES.MISSING_VALUES.csv","2323","PASS","","11","8","TheoremID | FileName | CsvRow | RecordIdentity | MissingField | EntryAuthority | Instruction | CompletionStatus","True","False","True","False","True","True","False","False","False","False","False","False","False","3","0","0","0","0","0","0","8B20F0D63F6CC84281E4D4D46ACE79A236A938F709B4527F87BA20BEEDD70475"
"volumes/VOLUME_I_FOUNDATION/verification/execution/MS-T2_CONTROLLED_EXECUTION/00_COLLECTION_PACKET/DEPENDENCY_CHAINS.FIELD_GUIDE.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\execution\MS-T2_CONTROLLED_EXECUTION\00_COLLECTION_PACKET\DEPENDENCY_CHAINS.FIELD_GUIDE.csv","1879","PASS","","9","9","TheoremID | FileName | CollectionClass | Sequence | FieldName | IdentityField | EntryAuthority | Instruction | Required","True","True","True","False","False","False","False","False","False","False","False","False","False","3","0","0","6","0","0","0","DF6B095FB8086FBD095FFCB75EDD5F0906B392B7E134F9506BAF940AA76AFCAF"
"volumes/VOLUME_I_FOUNDATION/verification/execution/MS-T1_CONTROLLED_EXECUTION/00_COLLECTION_PACKET/TRIAL_CASES.MISSING_VALUES.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\execution\MS-T1_CONTROLLED_EXECUTION\00_COLLECTION_PACKET\TRIAL_CASES.MISSING_VALUES.csv","1533","PASS","","8","8","TheoremID | FileName | CsvRow | RecordIdentity | MissingField | EntryAuthority | Instruction | CompletionStatus","True","False","True","False","True","True","False","False","False","False","False","False","False","2","0","6","0","0","0","0","00BB848FBC6231B019E29631CB6F2DEA3814766E427C053CD06A28114C8DBD02"
"volumes/VOLUME_I_FOUNDATION/verification/execution/MS-T2_CONTROLLED_EXECUTION/00_COLLECTION_PACKET/DEPENDENCY_CHAINS.MISSING_VALUES.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\execution\MS-T2_CONTROLLED_EXECUTION\00_COLLECTION_PACKET\DEPENDENCY_CHAINS.MISSING_VALUES.csv","1482","PASS","","7","8","TheoremID | FileName | CsvRow | RecordIdentity | MissingField | EntryAuthority | Instruction | CompletionStatus","True","False","True","False","True","True","False","False","False","False","False","False","False","2","0","0","5","0","0","0","0713659EDADF6FF96392F909D42D3EB273378AAFE519051B9927D0B00754E1EC"
"volumes/VOLUME_I_FOUNDATION/verification/execution/MS-T2_CONTROLLED_EXECUTION/00_COLLECTION_PACKET/TRIAL_CASES.MISSING_VALUES.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\execution\MS-T2_CONTROLLED_EXECUTION\00_COLLECTION_PACKET\TRIAL_CASES.MISSING_VALUES.csv","2018","PASS","","11","8","TheoremID | FileName | CsvRow | RecordIdentity | MissingField | EntryAuthority | Instruction | CompletionStatus","True","False","True","False","True","True","False","False","False","False","False","False","False","2","0","9","0","0","0","0","D9EE8E297D9DAD12D47C9BB10CEB9DB45C6887584FE69844FA1745931B1DB980"
"volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/completion_forms/MS-T1/MS-T1_TRIAL_CASES_ROW-2_MS-T1-CASE-001.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\MS-T1_T2_PREEXECUTION_COMPLETION\completion_forms\MS-T1\MS-T1_TRIAL_CASES_ROW-2_MS-T1-CASE-001.csv","1806","PASS","","8","15","TheoremID | SourceFile | CsvRow | RecordIdentity | FieldName | EntryAuthority | ProposedValue | SourceReference | CompletedBy | CompletedAt | ReviewStatus | Reviewer | ReviewDate | Notes | Instruction","True","True","True","True","True","True","True","True","True","False","False","False","False","2","0","6","0","0","0","8","0F0216C23A4A35B15C3A8B66099729013E149C73FB61E40D7BC087FB5E79F3A4"
"volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/completion_forms/MS-T2/MS-T2_DEPENDENCY_CHAINS_ROW-2_MS-T2-CHAIN-001.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\MS-T1_T2_PREEXECUTION_COMPLETION\completion_forms\MS-T2\MS-T2_DEPENDENCY_CHAINS_ROW-2_MS-T2-CHAIN-001.csv","1732","PASS","","7","15","TheoremID | SourceFile | CsvRow | RecordIdentity | FieldName | EntryAuthority | ProposedValue | SourceReference | CompletedBy | CompletedAt | ReviewStatus | Reviewer | ReviewDate | Notes | Instruction","True","True","True","True","True","True","True","True","True","False","False","False","False","2","0","0","5","0","0","7","BA198831A5550A6867811FAF37A3B9BC19B3DD014D7BD1CB7E00ED6454031843"
"volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/completion_forms/MS-T2/MS-T2_TRIAL_CASES_ROW-2_MS-T2-CASE-001-A.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\MS-T1_T2_PREEXECUTION_COMPLETION\completion_forms\MS-T2\MS-T2_TRIAL_CASES_ROW-2_MS-T2-CASE-001-A.csv","1186","PASS","","5","15","TheoremID | SourceFile | CsvRow | RecordIdentity | FieldName | EntryAuthority | ProposedValue | SourceReference | CompletedBy | CompletedAt | ReviewStatus | Reviewer | ReviewDate | Notes | Instruction","True","True","True","True","True","True","True","True","True","False","False","False","False","1","0","4","0","0","0","5","015795320E8418CCEB52DF26BA49BD0ECB9A2B679E76007B362B76747DB1A0DA"
"volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/completion_forms/MS-T2/MS-T2_TRIAL_CASES_ROW-3_MS-T2-CASE-001-B.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\MS-T1_T2_PREEXECUTION_COMPLETION\completion_forms\MS-T2\MS-T2_TRIAL_CASES_ROW-3_MS-T2-CASE-001-B.csv","1381","PASS","","6","15","TheoremID | SourceFile | CsvRow | RecordIdentity | FieldName | EntryAuthority | ProposedValue | SourceReference | CompletedBy | CompletedAt | ReviewStatus | Reviewer | ReviewDate | Notes | Instruction","True","True","True","True","True","True","True","True","True","False","False","False","False","1","0","5","0","0","0","6","C7AFDE70D14248E0939D0AD03843D32392AC9A76879151FB671F8EE615F2A286"
"volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_VALIDATION_REGISTER.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\MS-T1_T2_PREEXECUTION_COMPLETION\PREEXECUTION_VALIDATION_REGISTER.csv","9831","PASS","","42","8","TheoremID | SourceFile | CsvRow | RecordIdentity | FieldName | Validation | GateStatus | Detail","True","True","False","True","True","True","False","False","False","False","False","False","False","0","3","0","0","0","0","0","B401010D3E635BA69FDF3CC46620E8304ADA994F9D3D1F34529AD2FA50A185A0"
"volumes/VOLUME_I_FOUNDATION/verification/readiness/CONTROLLED_ID_AUTHORITY/CONTROLLED_ID_ISSUANCE_REGISTER.csv","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\CONTROLLED_ID_AUTHORITY\CONTROLLED_ID_ISSUANCE_REGISTER.csv","516","PASS","","1","17","IssuanceID | IdentifierType | IssuedIdentifier | TheoremID | SourceFile | CsvRow | RecordIdentity | FieldName | IssuingAuthority | IssuedBy | IssuedAt | IssuanceStatus | PreviousIdentity | Supersedes | RevokedAt | RevocationReason | Notes","True","True","False","True","True","True","False","False","False","False","False","False","False","0","1","0","0","0","0","0","92B5F730EDC5B1A11D6AD2082904CC779097B7912959E0F9B37BC080A557E41B"
"constitution/registries/AUTHORITY_OWNERSHIP_MAP.csv","C:\Users\18177\morning-star\constitution\registries\AUTHORITY_OWNERSHIP_MAP.csv","2308","PASS","","15","6","ResponsibilityID | Responsibility | CanonicalOwner | MorningStarRelationship | BoundaryRule | Status","False","False","False","False","False","False","False","False","False","False","False","False","False","0","0","0","0","0","0","0","3899B420FD118ECC78D1AF0C615576D5751466DAEA5F1E3482D4EF4F428B2740"
"constitution/registries/DEPENDENCY_GRAPH.csv","C:\Users\18177\morning-star\constitution\registries\DEPENDENCY_GRAPH.csv","1905","PASS","","12","7","DependencyID | SourceObject | RequiredObject | DependencyType | SatisfactionCondition | UnresolvedBehavior | Status","False","False","False","False","False","False","False","False","False","False","True","False","False","0","0","0","0","0","0","0","45317B60E01E08D694313AB941AEEE402F3C89DB53DA34FF2ACA6F0BCDD4CC4F"
"constitution/registries/INVARIANT_REGISTRY.csv","C:\Users\18177\morning-star\constitution\registries\INVARIANT_REGISTRY.csv","1749","PASS","","12","6","InvariantID | InvariantName | Requirement | ViolationResult | OwningArtifact | Status","False","False","False","False","False","False","False","False","False","False","False","False","False","0","0","0","0","0","0","0","75AD4654BAD6C0F3883960586356AB88473D37689F5C3E0696288B1084666CC4"
"constitution/registries/PROHIBITED_CONFLATION_REGISTER.csv","C:\Users\18177\morning-star\constitution\registries\PROHIBITED_CONFLATION_REGISTER.csv","1691","PASS","","10","6","ConflationID | ObjectA | ObjectB | ConstitutionalRisk | RequiredDistinction | Status","False","False","False","False","False","False","False","False","False","False","False","False","False","0","0","0","0","0","0","0","D56829D09BD1597606C9F400A0B834D11C613C2EFABC8AE146C574FFDE5AA3B6"
"constitution/registries/ROLE_REGISTRY.csv","C:\Users\18177\morning-star\constitution\registries\ROLE_REGISTRY.csv","1255","PASS","","7","7","RoleID | RoleName | MinimumSemanticState | AuthorityScope | AdmissionBasis | ProhibitedAuthority | Status","False","False","False","False","False","False","False","False","False","False","False","False","False","0","0","0","0","0","0","0","FE7DF374C38BB2E1A162E356452E337744795432C9F7A01F6E5EF77BC465F0FF"
"constitution/registries/STATE_REGISTRY.csv","C:\Users\18177\morning-star\constitution\registries\STATE_REGISTRY.csv","1986","PASS","","13","7","StateID | StateName | StateFamily | EntryCondition | ExitCondition | Terminal | Status","False","False","False","False","False","False","False","False","False","False","False","False","False","0","0","0","0","0","0","0","D5F7CEF137AC2B5A114C06F9616458785E0B90FE5921FADBEC508453990504EA"
"constitution/registries/TERMINOLOGY_REGISTRY.csv","C:\Users\18177\morning-star\constitution\registries\TERMINOLOGY_REGISTRY.csv","3289","PASS","","17","6","TermID | CanonicalTerm | Definition | OwningArtifact | Status | ProhibitedConflation","False","False","False","False","False","False","False","False","False","False","False","False","False","0","0","0","0","0","0","0","40827A735A975064456CD5452DA409C69E139ED395DA07D0CF8AAD01CC858888"
"governance/CONSTITUTIONAL_INVARIANT_REGISTRY.csv","C:\Users\18177\morning-star\governance\CONSTITUTIONAL_INVARIANT_REGISTRY.csv","2132","PASS","","15","6","InvariantID | InvariantName | GoverningVolume | Description | ViolationResult | Status","False","False","False","False","False","False","False","False","False","False","False","False","False","0","0","0","0","0","0","0","AD2124CF34F539104C3C83340BC0B065F9CFE8801AEA6A1BD5B35683789E5E5A"
"governance/STATE_TRANSITION_REGISTRY.csv","C:\Users\18177\morning-star\governance\STATE_TRANSITION_REGISTRY.csv","1633","PASS","","17","7","TransitionID | FromState | ToState | GoverningVolume | RequiredCondition | FailureState | Status","False","False","False","False","False","False","False","False","False","False","False","False","False","0","0","0","0","0","0","0","A6D2A329F952C88718B51BFED84D4059633A4D9D7EE729CEACD12A89DDB1FA15"
"orynth-reference-architecture/enterprise-evaluation/assessment/CASE_STUDY_FRAMEWORK.csv","C:\Users\18177\morning-star\orynth-reference-architecture\enterprise-evaluation\assessment\CASE_STUDY_FRAMEWORK.csv","458","PASS","","5","3","Section | Purpose | Status","False","False","False","False","False","False","False","False","False","False","False","False","False","0","0","0","0","0","0","0","89989728DFE5CA732B1F99D45EE5D534108FF666B9947CAE830605C1C52BA3BD"
"orynth-reference-architecture/enterprise-evaluation/assessment/COMMERCIAL_MATERIALS_PACKAGE.csv","C:\Users\18177\morning-star\orynth-reference-architecture\enterprise-evaluation\assessment\COMMERCIAL_MATERIALS_PACKAGE.csv","473","PASS","","4","4","Document | Purpose | Audience | Status","False","False","False","False","False","False","False","False","False","False","False","False","False","0","0","0","0","0","0","0","C71A104385BA865DFF2180F8F748E8D9418CDD570D98D4B3C28E6D74875FFB36"
"orynth-reference-architecture/enterprise-evaluation/assessment/ENGAGEMENT_MODEL.csv","C:\Users\18177\morning-star\orynth-reference-architecture\enterprise-evaluation\assessment\ENGAGEMENT_MODEL.csv","324","PASS","","4","3","Stage | Purpose | Model","False","False","False","False","False","False","False","False","False","False","False","False","False","0","0","0","0","0","0","0","C5A2F2ABD1D0D469A51228F60369942C40AABDFB2B62EA5F778ACA6F80EBD9A8"
"orynth-reference-architecture/enterprise-evaluation/assessment/ENTERPRISE_ADOPTION_PATH.csv","C:\Users\18177\morning-star\orynth-reference-architecture\enterprise-evaluation\assessment\ENTERPRISE_ADOPTION_PATH.csv","234","PASS","","6","2","Stage | Status","False","False","False","False","False","False","False","False","False","False","False","False","False","0","0","0","0","0","0","0","3492B8B71F24E5ECC4EE63B6E3E86996795DAE729059B3C82C64BF367D009073"
"orynth-reference-architecture/enterprise-evaluation/assessment/ENTERPRISE_CONTRACT_PATH.csv","C:\Users\18177\morning-star\orynth-reference-architecture\enterprise-evaluation\assessment\ENTERPRISE_CONTRACT_PATH.csv","295","PASS","","4","3","Stage | Purpose | ContractType","False","False","False","False","False","False","False","False","False","False","False","False","False","0","0","0","0","0","0","0","BCA46691E666BED9440DEA55724932B8E581C50E357D884B27B8F216247011DF"
"orynth-reference-architecture/enterprise-evaluation/assessment/ENTERPRISE_DEPLOYMENT_CAPABILITY_RECORD.csv","C:\Users\18177\morning-star\orynth-reference-architecture\enterprise-evaluation\assessment\ENTERPRISE_DEPLOYMENT_CAPABILITY_RECORD.csv","427","PASS","","1","7","Capability | Foundation | DeploymentScope | CoreFunctions | DeploymentModel | Status | Timestamp","False","False","False","False","False","False","False","False","False","False","False","False","False","0","0","0","0","0","0","0","FAE938B300E3A563CAEFDCA8CF6B6044CE73330A9002674DBCE95E7B5F808CDC"
"orynth-reference-architecture/enterprise-evaluation/assessment/ENTERPRISE_MATURITY_FRAMEWORK.csv","C:\Users\18177\morning-star\orynth-reference-architecture\enterprise-evaluation\assessment\ENTERPRISE_MATURITY_FRAMEWORK.csv","684","PASS","","5","4","Level | Objective | Capability | Status","False","False","False","False","False","False","False","False","False","False","False","False","False","0","0","0","0","0","0","0","EFA41111F7728AD4D0CE8191228142F7AF292B23AD6D62A9AEFAE716B93A92BA"
"orynth-reference-architecture/enterprise-evaluation/assessment/ENTERPRISE_OFFERING_ARCHITECTURE.csv","C:\Users\18177\morning-star\orynth-reference-architecture\enterprise-evaluation\assessment\ENTERPRISE_OFFERING_ARCHITECTURE.csv","511","PASS","","4","3","OfferingLayer | Purpose | Delivery","False","False","False","False","False","False","False","False","False","False","False","False","False","0","0","0","0","0","0","0","14AF433008AD891D52BF9E4A9FE91BA5C178EF3B6D88F01948654A8DCEAED834"
