"TransactionID","BatchID","EngineName","EngineVersion","TransactionType","TransactionStatus","TheoremID","SourceFile","CsvRow","RecordIdentity","EntryAuthority","FieldName","CurrentValue","ProposedValue","SourceReference","SourceSHA256","TargetCompletionForm","IssuanceID","DependencyID","CaseID","EvidenceID","AssessmentID","ProposedBy","ProposedAt","ValidationStatus","ValidationMessage","SynchronizationStatus","SynchronizedBy","SynchronizedAt","RollbackStatus","RollbackReference","SupersedesTransactionID","Notes"
"BATCH-A-TXN-6433A03DB1524DAF","BATCH-A","GOVERNED_DEPENDENCY_DESIGN_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","DEPENDENCY_CHAINS.csv","2","MS-T2-CHAIN-001","GOVERNED_DEPENDENCY_DESIGN","CorrectionAvailability","","","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","DEPENDENCY_CHAINS.csv","","","","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","INDETERMINATE","Governed design value requires constitutional review and cannot be generated automatically.","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Preserved as unresolved; no design value was inferred or fabricated."
"BATCH-A-TXN-AAD8359D31B70D92","BATCH-A","GOVERNED_DEPENDENCY_DESIGN_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","DEPENDENCY_CHAINS.csv","2","MS-T2-CHAIN-001","GOVERNED_DEPENDENCY_DESIGN","DependencyDepth","","","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","DEPENDENCY_CHAINS.csv","","","","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","INDETERMINATE","Governed design value requires constitutional review and cannot be generated automatically.","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Preserved as unresolved; no design value was inferred or fabricated."
"BATCH-A-TXN-E735DEA2E43B4106","BATCH-A","GOVERNED_DEPENDENCY_DESIGN_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","DEPENDENCY_CHAINS.csv","2","MS-T2-CHAIN-001","GOVERNED_DEPENDENCY_DESIGN","GoverningVersion","","","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","DEPENDENCY_CHAINS.csv","","","","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","INDETERMINATE","Governed design value requires constitutional review and cannot be generated automatically.","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Preserved as unresolved; no design value was inferred or fabricated."
"BATCH-A-TXN-5FB830632CC9D902","BATCH-A","CONTROLLED_ID_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","DEPENDENCY_CHAINS.csv","2","MS-T2-CHAIN-001","CONTROLLED_ID_ASSIGNMENT","RootObjectID","","MS-T2-ROOT-A225C819F539","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","DEPENDENCY_CHAINS.csv","","","","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","NOT_RUN","","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Deterministic controlled identifier generated from the canonical work-item identity."
"BATCH-A-TXN-FAEECD281B201B10","BATCH-A","CONTROLLED_ID_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","DEPENDENCY_CHAINS.csv","2","MS-T2-CHAIN-001","CONTROLLED_ID_ASSIGNMENT","TerminalObjectID","","MS-T2-TERMINAL-5AA79FE63A95","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","DEPENDENCY_CHAINS.csv","","","","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","NOT_RUN","","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Deterministic controlled identifier generated from the canonical work-item identity."
"BATCH-A-TXN-279D3A07943C307C","BATCH-A","CONTROLLED_ID_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","DOWNSTREAM_ASSESSMENTS.csv","2","UNASSIGNED-ROW-2","CONTROLLED_ID_ASSIGNMENT","AssessmentID","","MS-T2-ASSESS-BDF663A086A2","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","DOWNSTREAM_ASSESSMENTS.csv","","","","","MS-T2-ASSESS-BDF663A086A2","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","NOT_RUN","","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Deterministic controlled identifier generated from the canonical work-item identity."
"BATCH-A-TXN-57E5D219A51E5C5B","BATCH-A","CONTROLLED_ID_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","DOWNSTREAM_ASSESSMENTS.csv","2","UNASSIGNED-ROW-2","CONTROLLED_ID_ASSIGNMENT","AssessorID","","MS-T2-ASSR-EBDB3CFA3C9D","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","DOWNSTREAM_ASSESSMENTS.csv","","","","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","NOT_RUN","","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Deterministic controlled identifier generated from the canonical work-item identity."
"BATCH-A-TXN-A7315BBB3AF20166","BATCH-A","CONTROLLED_ID_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","DOWNSTREAM_ASSESSMENTS.csv","2","UNASSIGNED-ROW-2","CONTROLLED_ID_ASSIGNMENT","CaseID","","MS-T2-CASE-4952BF41CB1F","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","DOWNSTREAM_ASSESSMENTS.csv","","","MS-T2-CASE-4952BF41CB1F","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","NOT_RUN","","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Deterministic controlled identifier generated from the canonical work-item identity."
"BATCH-A-TXN-9E5171F7CDCC79EF","BATCH-A","CONTROLLED_ID_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","DOWNSTREAM_ASSESSMENTS.csv","2","UNASSIGNED-ROW-2","CONTROLLED_ID_ASSIGNMENT","ObjectID","","MS-T2-OBJ-B645708C03C4","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","DOWNSTREAM_ASSESSMENTS.csv","","","","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","NOT_RUN","","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Deterministic controlled identifier generated from the canonical work-item identity."
"BATCH-A-TXN-18CDCA3BFC243E9F","BATCH-A","CONTROLLED_ID_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","PROPAGATION_EVENTS.csv","2","UNASSIGNED-ROW-2","CONTROLLED_ID_ASSIGNMENT","CaseID","","MS-T2-CASE-7E8441865168","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","PROPAGATION_EVENTS.csv","","","MS-T2-CASE-7E8441865168","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","NOT_RUN","","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Deterministic controlled identifier generated from the canonical work-item identity."
"BATCH-A-TXN-815279EFB2BC7C5A","BATCH-A","CONTROLLED_ID_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","PROPAGATION_EVENTS.csv","2","UNASSIGNED-ROW-2","CONTROLLED_ID_ASSIGNMENT","DependencyEdgeID","","MS-T2-EDGE-6AD7951D3A0D","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","PROPAGATION_EVENTS.csv","","","","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","NOT_RUN","","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Deterministic controlled identifier generated from the canonical work-item identity."
"BATCH-A-TXN-57D0B5B63F61F644","BATCH-A","CONTROLLED_ID_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","PROPAGATION_EVENTS.csv","2","UNASSIGNED-ROW-2","CONTROLLED_ID_ASSIGNMENT","EventID","","MS-T2-EVENT-F7F1C3AF3D06","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","PROPAGATION_EVENTS.csv","","","","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","NOT_RUN","","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Deterministic controlled identifier generated from the canonical work-item identity."
"BATCH-A-TXN-F9866AB04A6F7D6B","BATCH-A","CONTROLLED_ID_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","PROPAGATION_EVENTS.csv","2","UNASSIGNED-ROW-2","CONTROLLED_ID_ASSIGNMENT","SourceObjectID","","MS-T2-SOURCE-A5AF13FA503B","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","PROPAGATION_EVENTS.csv","","","","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","NOT_RUN","","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Deterministic controlled identifier generated from the canonical work-item identity."
"BATCH-A-TXN-5208A347A591963B","BATCH-A","CONTROLLED_ID_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","PROPAGATION_EVENTS.csv","2","UNASSIGNED-ROW-2","CONTROLLED_ID_ASSIGNMENT","TargetObjectID","","MS-T2-TARGET-AC3A22C40CC5","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","PROPAGATION_EVENTS.csv","","","","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","NOT_RUN","","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Deterministic controlled identifier generated from the canonical work-item identity."
