"CleanupRunID","SourcePath","RelativePath","ArtifactName","LengthBytes","SHA256Before","DispositionClass","DispositionReason","DestinationPath","ProtectedArtifact","ProposedAction","PlanStatus"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_CONSTITUTIONAL_VALIDATION_REGISTER.csv","Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_CONSTITUTIONAL_VALIDATION_REGISTER.csv","BATCH_A_STAGE_5_CONSTITUTIONAL_VALIDATION_REGISTER.csv","2052","E708D075A9F39FF926ACD903F6B7AE18EB35CFC9B3607133D6EA90B34ED85465","ARCHIVE_FAILED_RUN","Superseded failed-run or failed-repair artifact.","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_CONSTITUTIONAL_VALIDATION_REGISTER.csv","False","MOVE_TO_ARCHIVE","APPROVED_BY_RULE"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_EVIDENCE_CHAIN.csv","Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_EVIDENCE_CHAIN.csv","BATCH_A_STAGE_5_EVIDENCE_CHAIN.csv","3","F1945CD6C19E56B3C1C78943EF5EC18116907A4CA1EFC40A57D48AB1DB7ADFC5","ARCHIVE_FAILED_RUN","Superseded failed-run or failed-repair artifact.","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_EVIDENCE_CHAIN.csv","False","MOVE_TO_ARCHIVE","APPROVED_BY_RULE"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_EXECUTION_REGISTER.csv","Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_EXECUTION_REGISTER.csv","BATCH_A_STAGE_5_EXECUTION_REGISTER.csv","3","F1945CD6C19E56B3C1C78943EF5EC18116907A4CA1EFC40A57D48AB1DB7ADFC5","ARCHIVE_FAILED_RUN","Superseded failed-run or failed-repair artifact.","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_EXECUTION_REGISTER.csv","False","MOVE_TO_ARCHIVE","APPROVED_BY_RULE"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_FINAL_VALIDATION_REGISTER.csv","Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_FINAL_VALIDATION_REGISTER.csv","BATCH_A_STAGE_5_FINAL_VALIDATION_REGISTER.csv","1605","2ED045CCF73AB09E1134799D18DC85E14769A3B458D6AD036F9EBB534E69BA3A","ARCHIVE_FAILED_RUN","Superseded failed-run or failed-repair artifact.","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_FINAL_VALIDATION_REGISTER.csv","False","MOVE_TO_ARCHIVE","APPROVED_BY_RULE"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_SYNCHRONIZATION_VERIFICATION_REGISTER.csv","Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_SYNCHRONIZATION_VERIFICATION_REGISTER.csv","BATCH_A_STAGE_5_SYNCHRONIZATION_VERIFICATION_REGISTER.csv","3","F1945CD6C19E56B3C1C78943EF5EC18116907A4CA1EFC40A57D48AB1DB7ADFC5","ARCHIVE_FAILED_RUN","Superseded failed-run or failed-repair artifact.","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_SYNCHRONIZATION_VERIFICATION_REGISTER.csv","False","MOVE_TO_ARCHIVE","APPROVED_BY_RULE"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_UNRESOLVED_DESIGN_REGISTER.csv","Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_UNRESOLVED_DESIGN_REGISTER.csv","BATCH_A_STAGE_5_UNRESOLVED_DESIGN_REGISTER.csv","7677","534A31F7F1C6EEF609E0C82ECEFE8C8D4B8855AA1CC0079ABC30C85E171F4CCE","ARCHIVE_FAILED_RUN","Superseded failed-run or failed-repair artifact.","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Evidence\BATCH_A_STAGE_5_UNRESOLVED_DESIGN_REGISTER.csv","False","MOVE_TO_ARCHIVE","APPROVED_BY_RULE"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Reports\BATCH_A_STAGE_5_COMPLETION_REPORT.md","Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Reports\BATCH_A_STAGE_5_COMPLETION_REPORT.md","BATCH_A_STAGE_5_COMPLETION_REPORT.md","1031","D9045E936E6CE330741ECB2243B9DA048544AD2A1C00C1BE64C7E062FDC37550","ARCHIVE_FAILED_RUN","Superseded failed-run or failed-repair artifact.","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Reports\BATCH_A_STAGE_5_COMPLETION_REPORT.md","False","MOVE_TO_ARCHIVE","APPROVED_BY_RULE"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Reports\BATCH_A_STAGE_5_COMPLETION_STATUS.json","Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Reports\BATCH_A_STAGE_5_COMPLETION_STATUS.json","BATCH_A_STAGE_5_COMPLETION_STATUS.json","767","32821DAA899EA5F1F80B97573EEB853C4C746510D927BE85693C46272D958EF0","ARCHIVE_FAILED_RUN","Superseded failed-run or failed-repair artifact.","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Reports\BATCH_A_STAGE_5_COMPLETION_STATUS.json","False","MOVE_TO_ARCHIVE","APPROVED_BY_RULE"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Reports\BATCH_A_STAGE_5_INITIALIZATION_STATUS.json","Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Reports\BATCH_A_STAGE_5_INITIALIZATION_STATUS.json","BATCH_A_STAGE_5_INITIALIZATION_STATUS.json","377","6A18023733DBE0E0F4678CEB7084CDBCD978069940B91B05019466AA911ED78F","ARCHIVE_FAILED_RUN","Superseded failed-run or failed-repair artifact.","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\Reports\BATCH_A_STAGE_5_INITIALIZATION_STATUS.json","False","MOVE_TO_ARCHIVE","APPROVED_BY_RULE"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\STAGE_5_CONSTITUTIONAL_VALIDATION_MANIFEST.json","Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\STAGE_5_CONSTITUTIONAL_VALIDATION_MANIFEST.json","STAGE_5_CONSTITUTIONAL_VALIDATION_MANIFEST.json","1343","B3DE1731CE34B9E54CEF74B09FC851EDA3191C82E93A5434E0F22338A9595A18","ARCHIVE_FAILED_RUN","Superseded failed-run or failed-repair artifact.","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_REPAIR_BACKUP_20260724_165401\STAGE_5_CONSTITUTIONAL_VALIDATION_MANIFEST.json","False","MOVE_TO_ARCHIVE","APPROVED_BY_RULE"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_ARTIFACT_INVENTORY.csv","Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_ARTIFACT_INVENTORY.csv","BATCH_A_STAGE_5_ARTIFACT_INVENTORY.csv","2892","B1E698E6C6B2EECB75DF971175331725359D03364D15875F74DFC1E02CF53230","ARCHIVE_FAILED_RUN","Superseded failed-run or failed-repair artifact.","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_ARTIFACT_INVENTORY.csv","False","MOVE_TO_ARCHIVE","APPROVED_BY_RULE"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_CONSTITUTIONAL_VALIDATION_REGISTER.csv","Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_CONSTITUTIONAL_VALIDATION_REGISTER.csv","BATCH_A_STAGE_5_CONSTITUTIONAL_VALIDATION_REGISTER.csv","2052","E708D075A9F39FF926ACD903F6B7AE18EB35CFC9B3607133D6EA90B34ED85465","ARCHIVE_FAILED_RUN","Superseded failed-run or failed-repair artifact.","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_CONSTITUTIONAL_VALIDATION_REGISTER.csv","False","MOVE_TO_ARCHIVE","APPROVED_BY_RULE"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_EVIDENCE_CHAIN.csv","Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_EVIDENCE_CHAIN.csv","BATCH_A_STAGE_5_EVIDENCE_CHAIN.csv","3","F1945CD6C19E56B3C1C78943EF5EC18116907A4CA1EFC40A57D48AB1DB7ADFC5","ARCHIVE_FAILED_RUN","Superseded failed-run or failed-repair artifact.","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_EVIDENCE_CHAIN.csv","False","MOVE_TO_ARCHIVE","APPROVED_BY_RULE"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_FINAL_VALIDATION_REGISTER.csv","Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_FINAL_VALIDATION_REGISTER.csv","BATCH_A_STAGE_5_FINAL_VALIDATION_REGISTER.csv","1605","2ED045CCF73AB09E1134799D18DC85E14769A3B458D6AD036F9EBB534E69BA3A","ARCHIVE_FAILED_RUN","Superseded failed-run or failed-repair artifact.","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_FINAL_VALIDATION_REGISTER.csv","False","MOVE_TO_ARCHIVE","APPROVED_BY_RULE"
"MS-CLEANUP-20260724_171604","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_UNRESOLVED_DESIGN_REGISTER.csv","Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_UNRESOLVED_DESIGN_REGISTER.csv","BATCH_A_STAGE_5_UNRESOLVED_DESIGN_REGISTER.csv","7677","A6EA521549C8E50BA80C38F282867B6BB7DB98B41F8D17DBEFDA7BE5EC742D61","ARCHIVE_FAILED_RUN","Superseded failed-run or failed-repair artifact.","C:\Users\18177\morning-star\volumes\VOLUME_I_FOUNDATION\verification\readiness\BATCH_EXECUTION\BATCH_A\Archive\Repository_Cleanup_20260724_171604\Failed_Runs\Stage_5_Constitutional_Validation\_FAILED_RUN_BACKUP_20260724_123247\Evidence\BATCH_A_STAGE_5_UNRESOLVED_DESIGN_REGISTER.csv","False","MOVE_TO_ARCHIVE","APPROVED_BY_RULE"
